"","spp","gname","FBgn","v3","cyt","pos","chr","startp","stopp"
"27115","Dmel","CG7456","FBgn0032258","2-43","31F1-31F1","2L:10485538..10488622(-1)","2L",10485538,10488622
"27116","Dmel","Ir94b","FBgn0051424","3-74","94A2-94A2","3R:22115471..22117249(-1)","3R",22115471,22117249
"27117","Dmel","CG3308","FBgn0038877","3-71","93D2-93D2","3R:21271078..21273817(-1)","3R",21271078,21273817
"27118","Dmel","Ir31a","FBgn0051718","2-42","31E1-31E1","2L:10405565..10408197(1)","2L",10405565,10408197
"27119","Dmel","CG3301","FBgn0038878","3-71","93D2-93D2","3R:21274243..21276249(-1)","3R",21274243,21276249
"27120","Dmel","AP-2sigma","FBgn0043012","3-71","93D2-93D2","3R:21269209..21270075(-1)","3R",21269209,21270075
"27121","Dmel","e","FBgn0000527","3-71","93C7-93D1","3R:21229839..21237177(-1)","3R",21229839,21237177
"27122","Dmel","Ir40a","FBgn0259683","2-54","40F4-40F4","2L:22189526..22214376(-1)","2L",22189526,22214376
"27123","Dmel","CG5921","FBgn0029835","1-15","5D3-5D3","X:6050828..6065646(1)","X",6050828,6065646
"27124","Dmel","CG17328","FBgn0028895","2-52","35F1-35F1","2L:16299943..16301765(1)","2L",16299943,16301765
"27125","Dmel","Glut3","FBgn0015230","3-59","89E1-89E1","3R:16788311..16790021(1)","3R",16788311,16790021
"27126","Dmel","CG11168","FBgn0039249","3-86","96B6-96B8","3R:24918106..24922385(1)","3R",24918106,24922385
"27127","Dmel","parvin","FBgn0052528","1-64","18E5-18F1","X:19746041..19748458(1)","X",19746041,19748458
"27128","Dmel","CG3645","FBgn0031238","2-0.5","21B5-21B7","2L:252589..271744(-1)","2L",252589,271744
"27129","Dmel","CG11771","FBgn0039252","3-86","96B10-96B10","3R:24932010..24934919(1)","3R",24932010,24934919
"27130","Dmel","Ir41a","FBgn0040849","2-55","41D1-41D1","2R:4917519..5021955(1)","2R",4917519,5021955
"27131","Dmel","ssh","FBgn0029157","3-86","96B10-96B11","3R:24938710..24944956(-1)","3R",24938710,24944956
"27132","Dmel","Ir56e","FBgn0265142","2-90","56E1-56E1","2R:19652295..19652826(1)","2R",19652295,19652826
"27133","Dmel","Osbp","FBgn0020626","3-86","96B10-96B10","3R:24934869..24938222(-1)","3R",24934869,24938222
"27134","Dmel","CG9915","FBgn0030738","1-53","14B9-14B9","X:16309817..16313138(-1)","X",16309817,16313138
"27135","Dmel","CG17565","FBgn0038424","3-58","89B16-89B16","3R:16432998..16434740(1)","3R",16432998,16434740
"27136","Dmel","CG3679","FBgn0027521","1-53","14B9-14B9","X:16303870..16307377(1)","X",16303870,16307377
"27137","Dmel","CG14881","FBgn0038425","3-58","89B16-89B16","3R:16434899..16436066(1)","3R",16434899,16436066
"27138","Dmel","CG3638","FBgn0261444","1-0.1","1E4-1E4","X:1215289..1236684(-1)","X",1215289,1236684
"27139","Dmel","ema","FBgn0038427","3-58","89B16-89B16","3R:16436880..16441661(-1)","3R",16436880,16441661
"27140","Dmel","CG14882","FBgn0038429","3-58","89B16-89B16","3R:16443207..16445010(1)","3R",16443207,16445010
"27141","Dmel","CG15125","FBgn0034463","2-90","56E1-56E1","2R:19657573..19659599(1)","2R",19657573,19659599
"27142","Dmel","Pak3","FBgn0044826","3-58","89B16-89B17","3R:16445007..16453821(-1)","3R",16445007,16453821
"27143","Dmel","CG13585","FBgn0035020","2-107","60D4-60D4","2R:24531594..24533391(1)","2R",24531594,24533391
"27144","Dmel","CG14894","FBgn0038428","3-58","89B16-89B16","3R:16441843..16443007(-1)","3R",16441843,16443007
"27145","Dmel","Ir60f","FBgn0265154","2-107","60D3-60D3","2R:24521369..24521829(1)","2R",24521369,24521829
"27146","Dmel","CG6723","FBgn0037895","3-51","86E4-86E5","3R:11416218..11418668(-1)","3R",11416218,11418668
"27147","Dmel","trx","FBgn0003862","3-55","88B1-88B1","3R:14263358..14286903(-1)","3R",14263358,14286903
"27148","Dmel","mbm","FBgn0086912","2-0.5","21B7-21B7","2L:271912..273715(-1)","2L",271912,273715
"27149","Dmel","mRpS33","FBgn0038426","3-58","89B16-89B16","3R:16436045..16436597(-1)","3R",16436045,16436597
"27150","Dmel","CG17075","FBgn0031239","2-0.5","21B6-21B6","2L:259949..267505(-1)","2L",259949,267505
"27151","Dmel","CG42759","FBgn0261817","3-49","85F14-85F14","3R:10143070..10143483(1)","3R",10143070,10143483
"27152","Dmel","Invadolysin","FBgn0086359","3-49","85F14-85F15","3R:10144668..10159134(1)","3R",10144668,10159134
"27153","Dmel","PGRP-SC2","FBgn0043575","2-59","44E2-44E2","2R:8716950..8717695(1)","2R",8716950,8717695
"27154","Dmel","Timp","FBgn0025879","3-49","86A1-86A1","3R:10203875..10213007(-1)","3R",10203875,10213007
"27155","Dmel","CG12814","FBgn0037796","3-49","85F16-85F16","3R:10171156..10189603(-1)","3R",10171156,10189603
"27156","Dmel","Best1","FBgn0040238","3-49","85F15-85F16","3R:10161464..10170487(-1)","3R",10161464,10170487
"27157","Dmel","CG42500","FBgn0260226","3-54","88A10-88A10","3R:14152211..14152650(-1)","3R",14152211,14152650
"27158","Dmel","CG14355","FBgn0038208","3-54","88A9-88A10","3R:14148508..14151940(-1)","3R",14148508,14151940
"27159","Dmel","Cyt-b5","FBgn0264294","2-56","43D3-43D3","2R:7533506..7535936(1)","2R",7533506,7535936
"27160","Dmel","Vps13","FBgn0033194","2-57","43D7-43E1","2R:7566809..7580675(1)","2R",7566809,7580675
"27161","Dmel","scra","FBgn0261385","2-57","43E3-43E3","2R:7590119..7595242(1)","2R",7590119,7595242
"27162","Dmel","CG43179","FBgn0262808","3-55","88B1-88B1","3R:14256108..14256930(1)","3R",14256108,14256930
"27163","Dmel","CG1360","FBgn0033195","2-57","43E3-43E3","2R:7587773..7590109(-1)","2R",7587773,7590109
"27164","Dmel","CG6254","FBgn0037794","3-49","85F15-85F15","3R:10159144..10161331(-1)","3R",10159144,10161331
"27165","Dmel","blow","FBgn0004133","2-57","43E1-43E3","2R:7580488..7587079(-1)","2R",7580488,7587079
"27166","Dmel","boca","FBgn0004132","2-56","43D7-43D7","2R:7565873..7566738(-1)","2R",7565873,7566738
"27167","Dmel","CG14839","FBgn0038219","3-55","88B1-88B1","3R:14262387..14263367(1)","3R",14262387,14263367
"27168","Dmel","sunz","FBgn0037462","3-48","84A1-84A1","3R:6630151..6631184(1)","3R",6630151,6631184
"27169","Dmel","CG15177","FBgn0037461","3-48","84A1-84A1","3R:6628204..6629321(-1)","3R",6628204,6629321
"27170","Dmel","glob2","FBgn0250846","3-47.5","83F4-83F4","3R:6605997..6608914(-1)","3R",6605997,6608914
"27171","Dmel","CG17110","FBgn0039050","3-77","94D13-94D13","3R:23091724..23095441(1)","3R",23091724,23095441
"27172","Dmel","CG6726","FBgn0039049","3-77","94D13-94D13","3R:23091724..23095184(1)","3R",23091724,23095184
"27173","Dmel","CG17109","FBgn0039051","3-77","94D13-94D13","3R:23095690..23097240(1)","3R",23095690,23097240
"27174","Dmel","CG6733","FBgn0039052","3-77","94D13-94D13","3R:23097728..23099191(1)","3R",23097728,23099191
"27175","Dmel","Rassf","FBgn0039055","3-78","94D13-94E1","3R:23114014..23117931(-1)","3R",23114014,23117931
"27176","Dmel","CG6738","FBgn0039053","3-77","94D13-94D13","3R:23099533..23100983(1)","3R",23099533,23100983
"27177","Dmel","CG1792","FBgn0039860","3-102","100D1-100D1","3R:31616303..31617837(1)","3R",31616303,31617837
"27178","Dmel","Med","FBgn0011655","3-102","100C7-100D1","3R:31611046..31615375(1)","3R",31611046,31615375
"27179","Dmel","pasha","FBgn0039861","3-102","100D1-100D1","3R:31617977..31622217(1)","3R",31617977,31622217
"27180","Dmel","CG11539","FBgn0039859","3-102","100D1-100D1","3R:31615284..31616160(-1)","3R",31615284,31616160
"27181","Dmel","CG1894","FBgn0039585","3-96","98D2-98D2","3R:28484557..28486062(1)","3R",28484557,28486062
"27182","Dmel","Ppn","FBgn0003137","3-96","98D3-98D4","3R:28520665..28540324(-1)","3R",28520665,28540324
"27183","Dmel","tinc","FBgn0261649","3-61","90C7-90C7","3R:17811541..17872507(1)","3R",17811541,17872507
"27184","Dmel","TwdlW","FBgn0038487","3-60","89F1-89F1","3R:17141208..17142404(-1)","3R",17141208,17142404
"27185","Dmel","CG31266","FBgn0051266","3-60","89F1-89F1","3R:17132662..17133719(1)","3R",17132662,17133719
"27186","Dmel","CG5255","FBgn0038485","3-60","89F1-89F1","3R:17137893..17138865(1)","3R",17137893,17138865
"27187","Dmel","CG5265","FBgn0038486","3-60","89F1-89F1","3R:17138999..17141168(1)","3R",17138999,17141168
"27188","Dmel","CG5292","FBgn0038491","3-60","89F1-89F1","3R:17151861..17153771(1)","3R",17151861,17153771
"27189","Dmel","m-cup","FBgn0038488","3-60","89F1-89F1","3R:17144475..17149412(-1)","3R",17144475,17149412
"27190","Dmel","CG4053","FBgn0038482","3-60","89F1-89F1","3R:17131211..17132198(-1)","3R",17131211,17132198
"27191","Dmel","CG7059","FBgn0038957","3-74","94A11-94A11","3R:22389780..22392349(1)","3R",22389780,22392349
"27192","Dmel","CG13856","FBgn0038959","3-74","94A12-94A12","3R:22402655..22405059(1)","3R",22402655,22405059
"27193","Dmel","CG13855","FBgn0038960","3-74","94A12-94A12","3R:22405939..22408640(1)","3R",22405939,22408640
"27194","Dmel","lqfR","FBgn0261279","3-74","94A12-94A12","3R:22411301..22419051(1)","3R",22411301,22419051
"27195","Dmel","mats","FBgn0038965","3-74","94A12-94A12","3R:22421161..22423302(1)","3R",22421161,22423302
"27196","Dmel","CG13847","FBgn0038967","3-74","94A13-94A13","3R:22425214..22436150(-1)","3R",22425214,22436150
"27197","Dmel","CG13850","FBgn0038961","3-74","94A12-94A12","3R:22408566..22410915(-1)","3R",22408566,22410915
"27198","Dmel","CG42638","FBgn0261361","3-46","76C3-76C3","3L:19745834..19749744(-1)","3L",19745834,19749744
"27199","Dmel","CG5379","FBgn0038956","3-74","94A11-94A11","3R:22386489..22389714(-1)","3R",22386489,22389714
"27200","Dmel","CG7708","FBgn0038641","3-64","91C1-91C1","3R:18680604..18686739(1)","3R",18680604,18686739
"27201","Dmel","CG3999","FBgn0037801","3-49","86A2-86A2","3R:10251518..10255268(1)","3R",10251518,10255268
"27202","Dmel","pont","FBgn0040078","3-49","86A3-86A3","3R:10262123..10263899(1)","3R",10262123,10263899
"27203","Dmel","unk","FBgn0004395","3-78","94E1-94E2","3R:23149653..23157862(-1)","3R",23149653,23157862
"27204","Dmel","CG43143","FBgn0262617","3-49","86A3-86A6","3R:10264306..10308467(1)","3R",10264306,10308467
"27205","Dmel","CG6293","FBgn0037807","3-49","86A7-86A7","3R:10307806..10311613(-1)","3R",10307806,10311613
"27206","Dmel","Sirt6","FBgn0037802","3-49","86A3-86A3","3R:10255349..10261849(-1)","3R",10255349,10261849
"27207","Dmel","CenB1A","FBgn0039056","3-78","94E1-94E1","3R:23118400..23124217(1)","3R",23118400,23124217
"27208","Dmel","CG31457","FBgn0051457","3-78","94E1-94E1","3R:23126581..23127981(-1)","3R",23126581,23127981
"27209","Dmel","CG3662","FBgn0031285","2-1.5","21E2-21E2","2L:821289..824337(1)","2L",821289,824337
"27210","Dmel","CG31365","FBgn0051365","3-78","94E1-94E1","3R:23123962..23126422(-1)","3R",23123962,23126422
"27211","Dmel","cwo","FBgn0259938","3-49","86B3-86B3","3R:10388258..10400752(1)","3R",10388258,10400752
"27212","Dmel","Rrp46","FBgn0037815","3-49","86B4-86B4","3R:10413301..10414242(1)","3R",10413301,10414242
"27213","Dmel","CG6345","FBgn0037816","3-49","86B4-86B4","3R:10414218..10416046(-1)","3R",10414218,10416046
"27214","Dmel","Irp-1B","FBgn0024957","3-49","86B4-86B4","3R:10408618..10412869(-1)","3R",10408618,10412869
"27215","Dmel","mRpS10","FBgn0038307","3-56","88E3-88E3","3R:15229665..15230516(1)","3R",15229665,15230516
"27216","Dmel","CG42404","FBgn0259823","3-56","88E5-88E6","3R:15250094..15257765(1)","3R",15250094,15257765
"27217","Dmel","Su(var)3-9","FBgn0263755","3-56","88E6-88E8","3R:15259864..15263458(-1)","3R",15259864,15263458
"27218","Dmel","Art3","FBgn0038306","3-56","88E3-88E3","3R:15227605..15229408(-1)","3R",15227605,15229408
"27219","Dmel","CG12241","FBgn0038304","3-56","88E3-88E3","3R:15219256..15222371(1)","3R",15219256,15222371
"27220","Dmel","CG31344","FBgn0051344","3-56","88E3-88E3","3R:15223378..15225329(-1)","3R",15223378,15225329
"27221","Dmel","Rpb7","FBgn0051155","3-56","88E3-88E3","3R:15222251..15223180(-1)","3R",15222251,15223180
"27222","Dmel","ss","FBgn0003513","3-58","89B14-89B15","3R:16374434..16403690(-1)","3R",16374434,16403690
"27223","Dmel","CG32152","FBgn0052152","3-44","72D9-72D9","3L:16139501..16144036(-1)","3L",16139501,16144036
"27224","Dmel","CG10317","FBgn0038423","3-58","89B13-89B14","3R:16368855..16370533(-1)","3R",16368855,16370533
"27225","Dmel","CG14880","FBgn0038422","3-58","89B13-89B13","3R:16360329..16368306(-1)","3R",16360329,16368306
"27226","Dmel","E(spl)m3-HLH","FBgn0002609","3-89","96F10-96F10","3R:26021823..26023127(1)","3R",26021823,26023127
"27227","Dmel","E(spl)m8-HLH","FBgn0000591","3-89","96F10-96F10","3R:26040240..26041008(1)","3R",26040240,26041008
"27228","Dmel","gro","FBgn0001139","3-89","96F10-96F10","3R:26041736..26049911(1)","3R",26041736,26049911
"27229","Dmel","CG14543","FBgn0039404","3-89","96F10-96F10","3R:26056630..26057350(1)","3R",26056630,26057350
"27230","Dmel","Vps2","FBgn0039402","3-89","96F10-96F10","3R:26052821..26054128(1)","3R",26052821,26054128
"27231","Dmel","Sld5","FBgn0039403","3-89","96F10-96F10","3R:26055657..26056547(-1)","3R",26055657,26056547
"27232","Dmel","Dak1","FBgn0028833","3-89","96F10-96F10","3R:26054237..26055438(-1)","3R",26054237,26055438
"27233","Dmel","E(spl)m4-BFM","FBgn0002629","3-89","96F10-96F10","3R:26023821..26024579(-1)","3R",26023821,26024579
"27234","Dmel","MESK4","FBgn0043069","3-59","89E6-89E6","3R:16988814..16990419(1)","3R",16988814,16990419
"27235","Dmel","CG3534","FBgn0038463","3-59","89E6-89E6","3R:16996446..16999449(1)","3R",16996446,16999449
"27236","Dmel","Irc","FBgn0038465","3-59","89E7-89E8","3R:17002875..17007208(1)","3R",17002875,17007208
"27237","Dmel","CG8907","FBgn0038466","3-59","89E8-89E8","3R:17008269..17012533(1)","3R",17008269,17012533
"27238","Dmel","Pxd","FBgn0004577","3-59","89E8-89E9","3R:17014576..17027987(1)","3R",17014576,17027987
"27239","Dmel","CG5225","FBgn0038468","3-59","89E9-89E9","3R:17028693..17030701(1)","3R",17028693,17030701
"27240","Dmel","CG31268","FBgn0051268","3-59","89E9-89E10","3R:17031802..17033515(1)","3R",17031802,17033515
"27241","Dmel","CG4009","FBgn0038469","3-59","89E10-89E10","3R:17033588..17036045(-1)","3R",17033588,17036045
"27242","Dmel","AdSL","FBgn0038467","3-59","89E8-89E8","3R:17018780..17021120(-1)","3R",17018780,17021120
"27243","Dmel","CG17556","FBgn0038462","3-59","89E6-89E6","3R:16994542..16996071(-1)","3R",16994542,16996071
"27244","Dmel","CG3678","FBgn0038461","3-59","89E6-89E6","3R:16990334..16991878(-1)","3R",16990334,16991878
"27245","Dmel","CG18622","FBgn0038460","3-59","89E5-89E6","3R:16983510..16987732(-1)","3R",16983510,16987732
"27246","Dmel","Moca-cyp","FBgn0039581","3-95","98C4-98C4","3R:28340334..28345169(1)","3R",28340334,28345169
"27247","Dmel","CG13838","FBgn0039041","3-77","94D10-94D10","3R:23042241..23042669(1)","3R",23042241,23042669
"27248","Dmel","Ublcp1","FBgn0027526","3-77","94D10-94D10","3R:23061493..23062751(1)","3R",23061493,23062751
"27249","Dmel","sav","FBgn0053193","3-77","94D10-94D10","3R:23058609..23061304(-1)","3R",23058609,23061304
"27250","Dmel","CG17119","FBgn0039045","3-77","94D10-94D10","3R:23054410..23058958(-1)","3R",23054410,23058958
"27251","Dmel","CG17121","FBgn0039043","3-77","94D10-94D10","3R:23044664..23048214(-1)","3R",23044664,23048214
"27252","Dmel","mRpL19","FBgn0037608","3-48","85A5-85A5","3R:8674109..8675196(1)","3R",8674109,8675196
"27253","Dmel","CG44227","FBgn0265158","3-48","85A5-85A5","3R:8684793..8685176(-1)","3R",8684793,8685176
"27254","Dmel","CG8043","FBgn0037610","3-48","85A5-85A5","3R:8676915..8678233(1)","3R",8676915,8678233
"27255","Dmel","CG11755","FBgn0037611","3-48","85A5-85A5","3R:8676915..8678955(1)","3R",8676915,8678955
"27256","Dmel","CG46317","FBgn0284233","1-48","12E6-12E6","X:14261223..14264844(1)","X",14261223,14264844
"27257","Dmel","CG11760","FBgn0037615","3-48","85A9-85A9","3R:8719198..8721320(1)","3R",8719198,8721320
"27258","Dmel","CG8202","FBgn0037622","3-48","85A9-85A9","3R:8732091..8735837(1)","3R",8732091,8735837
"27259","Dmel","CG9801","FBgn0037623","3-48","85A9-85A10","3R:8735879..8747675(-1)","3R",8735879,8747675
"27260","Dmel","hb","FBgn0001180","3-48","85A5-85A5","3R:8690980..8697822(-1)","3R",8690980,8697822
"27261","Dmel","CG33325","FBgn0053325","3-48","85A5-85A5","3R:8678954..8680034(-1)","3R",8678954,8680034
"27262","Dmel","CG9773","FBgn0037609","3-48","85A5-85A5","3R:8675283..8676613(-1)","3R",8675283,8676613
"27263","Dmel","CG8223","FBgn0037624","3-48","85A10-85A10","3R:8747798..8754104(1)","3R",8747798,8754104
"27264","Dmel","Gfat2","FBgn0039580","3-95","98C4-98C4","3R:28337019..28339765(-1)","3R",28337019,28339765
"27265","Dmel","CG13318","FBgn0037627","3-48","85B1-85B1","3R:8771246..8772691(-1)","3R",8771246,8772691
"27266","Dmel","larp","FBgn0261618","3-95","98C4-98C4","3R:28318162..28336440(-1)","3R",28318162,28336440
"27267","Dmel","CG34436","FBgn0085465","3-95","98C3-98C3","3R:28282580..28283548(1)","3R",28282580,28283548
"27268","Dmel","cact","FBgn0000250","2-52","35F1-35F1","2L:16313036..16326207(-1)","2L",16313036,16326207
"27269","Dmel","Cyp12d1-p","FBgn0050489","2-63","47D4-47D4","2R:11117225..11121884(-1)","2R",11117225,11121884
"27270","Dmel","CG14688","FBgn0037819","3-50","86C4-86C4","3R:10677737..10680925(-1)","3R",10677737,10680925
"27271","Dmel","CG6465","FBgn0037818","3-50","86C4-86C4","3R:10675560..10677251(-1)","3R",10675560,10677251
"27272","Dmel","c(2)M","FBgn0028525","2-52","35F1-35F1","2L:16303264..16305940(1)","2L",16303264,16305940
"27273","Dmel","Syx5","FBgn0011708","2-52","35F1-35F1","2L:16307346..16309274(1)","2L",16307346,16309274
"27274","Dmel","fzy","FBgn0001086","2-52","35F1-35F1","2L:16310956..16313097(1)","2L",16310956,16313097
"27275","Dmel","CG4278","FBgn0014092","2-52","35F1-35F1","2L:16327069..16328131(1)","2L",16327069,16328131
"27276","Dmel","CG4440","FBgn0040984","2-52","35F1-35F1","2L:16329925..16330521(1)","2L",16329925,16330521
"27277","Dmel","CG31817","FBgn0028899","2-52","35F1-35F1","2L:16330560..16337885(-1)","2L",16330560,16337885
"27278","Dmel","mRpL4","FBgn0001995","2-52","35F1-35F1","2L:16328059..16329132(-1)","2L",16328059,16329132
"27279","Dmel","CG5953","FBgn0032587","2-52","36A2-36A3","2L:16508078..16532877(-1)","2L",16508078,16532877
"27280","Dmel","cni","FBgn0000339","2-52","35F1-35F1","2L:16309292..16310726(-1)","2L",16309292,16310726
"27281","Dmel","CG5861","FBgn0015338","2-52","35F1-35F1","2L:16305801..16307298(-1)","2L",16305801,16307298
"27282","Dmel","CG5724","FBgn0038082","3-52","87C8-87C8","3R:12739642..12741417(1)","3R",12739642,12741417
"27283","Dmel","Men","FBgn0002719","3-52","87C6-87C7","3R:12713103..12722442(-1)","3R",12713103,12722442
"27284","Dmel","d-cup","FBgn0038089","3-53","87D3-87D3","3R:12891956..12893158(1)","3R",12891956,12893158
"27285","Dmel","beat-Vb","FBgn0038092","3-53","87D4-87D4","3R:12916056..12934813(1)","3R",12916056,12934813
"27286","Dmel","Cyp304a1","FBgn0038095","3-53","87D5-87D5","3R:12963791..12965923(1)","3R",12963791,12965923
"27287","Dmel","Spc25","FBgn0087021","3-53","87D5-87D5","3R:12961745..12963249(1)","3R",12961745,12963249
"27288","Dmel","foxo","FBgn0038197","3-54","88A5-88A8","3R:14056945..14087978(1)","3R",14056945,14087978
"27289","Dmel","CG14384","FBgn0038097","3-53","87D5-87D5","3R:12965938..12967712(-1)","3R",12965938,12967712
"27290","Dmel","CG10126","FBgn0038088","3-53","87D2-87D2","3R:12855544..12859246(-1)","3R",12855544,12859246
"27291","Dmel","beat-Va","FBgn0038087","3-53","87D2-87D2","3R:12840560..12848419(-1)","3R",12840560,12848419
"27292","Dmel","CG17450","FBgn0040028","1-66","20A4-20A4","X:21605884..21608920(-1)","X",21605884,21608920
"27293","Dmel","Npc2b","FBgn0038198","3-54","88A8-88A8","3R:14089517..14092425(1)","3R",14089517,14092425
"27294","Dmel","140up","FBgn0010340","3-54","88A9-88A9","3R:14124163..14125548(-1)","3R",14124163,14125548
"27295","Dmel","twf","FBgn0038206","3-54","88A9-88A9","3R:14122654..14124474(1)","3R",14122654,14124474
"27296","Dmel","Kif19A","FBgn0038205","3-54","88A9-88A9","3R:14112451..14118450(-1)","3R",14112451,14118450
"27297","Dmel","CCHa1","FBgn0038199","3-54","88A8-88A8","3R:14092504..14096835(-1)","3R",14092504,14096835
"27298","Dmel","CG34278","FBgn0085307","3-59","89E13-89E13","3R:17120465..17120808(1)","3R",17120465,17120808
"27299","Dmel","CG42779","FBgn0261847","3-59","89E13-89E13","3R:17121577..17122087(1)","3R",17121577,17122087
"27300","Dmel","cal1","FBgn0038478","3-59","89E12-89E12","3R:17088280..17091938(1)","3R",17088280,17091938
"27301","Dmel","cher","FBgn0014141","3-59","89E12-89E13","3R:17091533..17125389(-1)","3R",17091533,17125389
"27302","Dmel","sle","FBgn0037810","3-49","86A8-86B1","3R:10333115..10338265(1)","3R",10333115,10338265
"27303","Dmel","CG12592","FBgn0037811","3-49","86B1-86B1","3R:10338342..10340872(1)","3R",10338342,10340872
"27304","Dmel","CG31406","FBgn0051406","3-49","86B1-86B1","3R:10348761..10350010(1)","3R",10348761,10350010
"27305","Dmel","Rfx","FBgn0020379","3-49","86B1-86B2","3R:10361760..10378068(-1)","3R",10361760,10378068
"27306","Dmel","CG46318","FBgn0284234","3-64","91C1-91C1","3R:18680604..18685290(1)","3R",18680604,18685290
"27307","Dmel","nac","FBgn0265351","3-48","84F10-84F10","3R:8302686..8304023(-1)","3R",8302686,8304023
"27308","Dmel","CG40486","FBgn0263830","1-66","20F3-20F3","X:22958856..22960091(-1)","X",22958856,22960091
"27309","Dmel","AgmNAT","FBgn0029813","1-14","5C2-5C2","X:5814864..5815820(-1)","X",5814864,5815820
"27310","Dmel","stas","FBgn0030850","1-57","16B9-16B9","X:17623221..17627895(-1)","X",17623221,17627895
"27311","Dmel","AANATL7","FBgn0040376","1-1","3A6-3A6","X:2580958..2583823(1)","X",2580958,2583823
"27312","Dmel","Mks1","FBgn0030395","1-38","11A12-11A12","X:12494395..12496597(-1)","X",12494395,12496597
"27313","Dmel","Usp12-46","FBgn0039025","3-76","94C4-94C6","3R:22750901..22776374(1)","3R",22750901,22776374
"27314","Dmel","tn","FBgn0265356","2-87","56A2-56A3","2R:18987344..19008944(1)","2R",18987344,19008944
"27315","Dmel","CG2811","FBgn0035082","2-107","60E5-60E5","2R:24939706..24940483(-1)","2R",24939706,24940483
"27316","Dmel","CG8746","FBgn0033330","2-59","44F1-44F1","2R:8792633..8793773(1)","2R",8792633,8793773
"27317","Dmel","sns","FBgn0024189","2-59","44F1-44F1","2R:8798489..8856091(1)","2R",8798489,8856091
"27318","Dmel","CG30350","FBgn0050350","2-59","44F1-44F1","2R:8826391..8827755(1)","2R",8826391,8827755
"27319","Dmel","CG8272","FBgn0033337","2-59","44F2-44F3","2R:8888404..8891401(-1)","2R",8888404,8891401
"27320","Dmel","Sec24AB","FBgn0033460","2-61","46C1-46C2","2R:9876232..9882357(-1)","2R",9876232,9882357
"27321","Dmel","Mal-A2","FBgn0002569","2-59","44D1-44D1","2R:8453627..8455782(1)","2R",8453627,8455782
"27322","Dmel","l(2)k10201","FBgn0016970","2-60","45D3-45D3","2R:9399080..9399899(1)","2R",9399080,9399899
"27323","Dmel","CG8800","FBgn0033408","2-60","45D1-45D2","2R:9395330..9396206(-1)","2R",9395330,9396206
"27324","Dmel","CSN7","FBgn0028836","2-58","44C6-44C6","2R:8421033..8428577(1)","2R",8421033,8428577
"27325","Dmel","Mal-A8","FBgn0033297","2-59","44D1-44D1","2R:8471954..8473961(1)","2R",8471954,8473961
"27326","Dmel","Mal-A5","FBgn0050359","2-59","44D1-44D1","2R:8462753..8465092(1)","2R",8462753,8465092
"27327","Dmel","Cyp4e1","FBgn0015034","2-59","44D1-44D1","2R:8447451..8449745(1)","2R",8447451,8449745
"27328","Dmel","Mal-A4","FBgn0033294","2-59","44D1-44D1","2R:8458815..8460884(1)","2R",8458815,8460884
"27329","Dmel","Orc6","FBgn0023180","2-61","46B4-46B4","2R:9845458..9846485(-1)","2R",9845458,9846485
"27330","Dmel","Mal-A3","FBgn0002571","2-59","44D1-44D1","2R:8455909..8457892(-1)","2R",8455909,8457892
"27331","Dmel","Mal-A1","FBgn0002570","2-59","44D1-44D1","2R:8449664..8451904(-1)","2R",8449664,8451904
"27332","Dmel","Odc1","FBgn0013307","2-58","44A2-44A2","2R:8004824..8006672(1)","2R",8004824,8006672
"27333","Dmel","Odc2","FBgn0013308","2-58","44A2-44A2","2R:8007246..8009062(1)","2R",8007246,8009062
"27334","Dmel","Optix","FBgn0025360","2-58","44A3-44A3","2R:8031283..8042529(1)","2R",8031283,8042529
"27335","Dmel","hebe","FBgn0033448","2-61","46B4-46B4","2R:9828104..9836642(-1)","2R",9828104,9836642
"27336","Dmel","sut1","FBgn0028563","2-58","44A4-44A4","2R:8082976..8087151(1)","2R",8082976,8087151
"27337","Dmel","slv","FBgn0025469","2-58","44A4-44A4","2R:8080559..8083357(-1)","2R",8080559,8083357
"27338","Dmel","Vps28","FBgn0021814","2-58","44A4-44A4","2R:8078869..8080041(-1)","2R",8078869,8080041
"27339","Dmel","CG12769","FBgn0033252","2-58","44A4-44A4","2R:8052080..8065554(-1)","2R",8052080,8065554
"27340","Dmel","CG14762","FBgn0033250","2-58","44A2-44A2","2R:8009119..8013755(-1)","2R",8009119,8013755
"27341","Dmel","BBS4","FBgn0033578","2-63","47D5-47D5","2R:11135923..11139315(1)","2R",11135923,11139315
"27342","Dmel","dila","FBgn0033447","2-61","46B4-46B4","2R:9823082..9827206(-1)","2R",9823082,9827206
"27343","Dmel","CG11191","FBgn0033249","2-58","44A2-44A2","2R:8000490..8002120(-1)","2R",8000490,8002120
"27344","Dmel","Hey","FBgn0027788","2-58","44A2-44A2","2R:7995438..7998278(-1)","2R",7995438,7998278
"27345","Dmel","Dic3","FBgn0033248","2-58","44A2-44A2","2R:7993798..7994968(-1)","2R",7993798,7994968
"27346","Dmel","CG13747","FBgn0033364","2-60","45A1-45A1","2R:9017815..9019032(1)","2R",9017815,9019032
"27347","Dmel","CR18166","FBgn0029526","1-0","1B4-1B4","X:479864..481826(-1)","X",479864,481826
"27348","Dmel","CG30001","FBgn0050001","2-61","46B4-46B4","2R:9821168..9822955(-1)","2R",9821168,9822955
