"module","size","p-val","Bonf","nInTerm","ont","termName"
"red",759,0.0092,1,4,"BP","R7 cell development"
"red",759,0.0093,1,6,"CC","dynein complex"
"red",759,0.0097,1,8,"BP","calcium ion homeostasis"
"red",759,0.0097,1,2,"BP","conditioned taste aversion"
"red",759,0.0097,1,2,"BP","manganese ion transport"
"red",759,0.0097,1,2,"BP","gamma-aminobutyric acid signaling pathwa"
"red",759,0.0097,1,2,"BP","response to humidity"
"red",759,0.0097,1,2,"BP","synaptic vesicle maturation"
"red",759,0.0097,1,2,"BP","negative regulation of protein binding"
"red",759,0.0097,1,2,"BP","Rap protein signal transduction"
"red",759,0.0097,1,2,"BP","inositol trisphosphate biosynthetic proc"
"red",759,0.0097,1,2,"CC","G protein-coupled receptor heterodimeric"
"red",759,0.0097,1,2,"CC","dendrite terminus"
"red",759,0.0097,1,2,"CC","neuromuscular junction of somatic muscle"
"red",759,0.0097,1,2,"MF","phosphatidylinositol phospholipase C act"
"red",759,0.0097,1,2,"MF","phospholipase C activity"
"red",759,0.0097,1,2,"MF","soluble NSF attachment protein activity"
"red",759,0.0097,1,2,"MF","ecdysis-triggering hormone activity"
"red",759,0.0099,1,7,"BP","synaptic vesicle endocytosis"
"red",759,0.0099,1,7,"BP","response to anesthetic"
"royalblue",85,4.8e-11,4e-07,42,"BP","regulation of metabolic process"
"royalblue",85,3.8e-09,3.2e-05,33,"BP","regulation of gene expression"
"royalblue",85,1.4e-08,0.00012,36,"BP","regulation of cellular metabolic process"
"royalblue",85,1.5e-08,0.00013,28,"BP","transcription, DNA-templated"
"royalblue",85,1.6e-08,0.00013,8,"CC","histone methyltransferase complex"
"royalblue",85,8.8e-08,0.00075,14,"BP","cell migration"
"royalblue",85,1.1e-07,0.00095,26,"BP","regulation of transcription, DNA-templat"
"royalblue",85,1.6e-07,0.0013,27,"BP","regulation of RNA metabolic process"
"royalblue",85,2.7e-07,0.0023,20,"BP","germ cell development"
"royalblue",85,3.4e-07,0.0029,38,"BP","gene expression"
"royalblue",85,3.7e-07,0.0031,14,"BP","cell motility"
"royalblue",85,5.6e-07,0.0047,33,"BP","RNA metabolic process"
"royalblue",85,6.1e-07,0.0052,22,"BP","gamete generation"
"royalblue",85,1.9e-06,0.016,25,"BP","cellular protein modification process"
"royalblue",85,2.9e-06,0.024,17,"BP","oogenesis"
"royalblue",85,3.7e-06,0.032,23,"BP","tissue development"
"royalblue",85,8.9e-06,0.076,17,"BP","female gamete generation"
"royalblue",85,1.1e-05,0.096,21,"BP","epithelium development"
"royalblue",85,1.3e-05,0.11,22,"BP","multicellular organism reproduction"
"royalblue",85,1.5e-05,0.13,56,"CC","intracellular organelle"
"royalblue",85,1.9e-05,0.16,56,"BP","cellular metabolic process"
"royalblue",85,2.4e-05,0.2,9,"CC","polytene chromosome"
"royalblue",85,2.9e-05,0.24,7,"BP","chromatin remodeling"
"royalblue",85,3e-05,0.25,11,"BP","ovarian follicle cell development"
"royalblue",85,3.7e-05,0.31,25,"BP","cell development"
"royalblue",85,3.9e-05,0.33,22,"BP","reproductive process"
"royalblue",85,4.5e-05,0.38,5,"BP","histone lysine methylation"
"royalblue",85,4.7e-05,0.4,8,"BP","epithelial cell migration"
"royalblue",85,4.8e-05,0.41,4,"BP","histone H3-K4 methylation"
"royalblue",85,4.9e-05,0.42,8,"BP","epithelium migration"
"royalblue",85,5e-05,0.42,38,"BP","cellular component organization"
"royalblue",85,6.1e-05,0.52,70,"BP","cellular process"
"royalblue",85,7.2e-05,0.61,35,"CC","nucleus"
"royalblue",85,7.5e-05,0.63,34,"BP","nucleobase-containing compound metabolic"
"royalblue",85,7.5e-05,0.64,15,"BP","negative regulation of gene expression"
"royalblue",85,7.6e-05,0.64,22,"BP","reproduction"
"royalblue",85,7.8e-05,0.66,7,"BP","ovarian follicle cell migration"
"royalblue",85,7.9e-05,0.67,11,"BP","epithelial cell development"
"royalblue",85,8.9e-05,0.76,22,"BP","animal organ development"
"royalblue",85,0.00011,0.96,8,"BP","ameboidal-type cell migration"
"royalblue",85,0.00014,1,5,"BP","histone methylation"
"royalblue",85,0.00016,1,11,"BP","chromatin organization"
"royalblue",85,0.00018,1,35,"CC","protein-containing complex"
"royalblue",85,2e-04,1,12,"CC","nucleoplasm"
"royalblue",85,2e-04,1,26,"BP","cell differentiation"
"royalblue",85,0.00021,1,52,"BP","nitrogen compound metabolic process"
"royalblue",85,0.00033,1,5,"BP","protein methylation"
"royalblue",85,0.00035,1,32,"BP","multicellular organism development"
"royalblue",85,0.00038,1,15,"BP","regulation of signal transduction"
"royalblue",85,0.00039,1,31,"MF","protein binding"
"royalblue",85,0.00039,1,6,"BP","border follicle cell migration"
"royalblue",85,4e-04,1,10,"MF","transcription regulatory region DNA bind"
"royalblue",85,0.00043,1,14,"BP","locomotion"
"royalblue",85,0.00055,1,26,"BP","organelle organization"
"royalblue",85,0.00055,1,4,"MF","histone acetyltransferase activity"
"royalblue",85,0.00061,1,7,"BP","histone modification"
"royalblue",85,0.00067,1,13,"BP","chromosome organization"
"royalblue",85,0.00072,1,7,"BP","regulation of gene expression, epigeneti"
"royalblue",85,0.00077,1,34,"BP","anatomical structure development"
"royalblue",85,0.00078,1,12,"BP","positive regulation of gene expression"
"royalblue",85,0.00089,1,7,"BP","gene silencing"
"royalblue",85,0.0013,1,2,"CC","WASH complex"
"royalblue",85,0.0014,1,12,"CC","chromosome"
"royalblue",85,0.0015,1,34,"BP","developmental process"
"royalblue",85,0.0015,1,31,"BP","biosynthetic process"
"royalblue",85,0.0015,1,3,"BP","glial cell migration"
"royalblue",85,0.0017,1,3,"BP","histone H3 acetylation"
"royalblue",85,0.0019,1,13,"BP","regulation of transcription by RNA polym"
"royalblue",85,0.0019,1,10,"BP","positive regulation of transcription, DN"
"royalblue",85,0.002,1,3,"BP","nuclear migration"
"royalblue",85,0.0022,1,2,"BP","chromatin-mediated maintenance of transc"
"royalblue",85,0.0022,1,6,"BP","embryonic development via the syncytial "
"royalblue",85,0.0022,1,3,"BP","endocytic recycling"
"royalblue",85,0.0023,1,4,"MF","N-acetyltransferase activity"
"royalblue",85,0.0024,1,9,"MF","double-stranded DNA binding"
"royalblue",85,0.0026,1,3,"MF","thiol-dependent ubiquitin-specific prote"
"royalblue",85,0.0026,1,3,"MF","thiol-dependent ubiquitinyl hydrolase ac"
"royalblue",85,0.0027,1,4,"BP","regulation of cell migration"
"royalblue",85,0.0027,1,9,"BP","wing disc development"
"royalblue",85,0.0028,1,8,"BP","proteolysis involved in cellular protein"
"royalblue",85,0.0028,1,4,"MF","N-acyltransferase activity"
"royalblue",85,0.0029,1,4,"CC","histone acetyltransferase complex"
"royalblue",85,0.003,1,8,"BP","regulation of growth"
"royalblue",85,0.003,1,8,"MF","transcription regulatory region sequence"
"royalblue",85,0.003,1,8,"BP","cellular protein catabolic process"
"royalblue",85,0.003,1,6,"BP","embryo development ending in birth or eg"
"royalblue",85,0.003,1,9,"BP","negative regulation of transcription, DN"
"royalblue",85,0.0031,1,13,"BP","transcription by RNA polymerase II"
"royalblue",85,0.0032,1,5,"BP","methylation"
"royalblue",85,0.0033,1,10,"MF","enzyme binding"
"royalblue",85,0.0033,1,2,"BP","growth of a germarium-derived egg chambe"
"royalblue",85,0.0033,1,2,"CC","MLL3/4 complex"
"royalblue",85,0.0034,1,13,"BP","tube development"
"royalblue",85,0.0036,1,6,"BP","protein ubiquitination"
"royalblue",85,0.0036,1,3,"BP","nucleus localization"
"royalblue",85,0.0039,1,10,"BP","sensory organ development"
"royalblue",85,0.004,1,4,"MF","acetyltransferase activity"
"royalblue",85,0.0041,1,3,"BP","protein deubiquitination"
"royalblue",85,0.0042,1,4,"CC","protein acetyltransferase complex"
"royalblue",85,0.0044,1,4,"BP","gliogenesis"
"royalblue",85,0.0044,1,4,"BP","canonical Wnt signaling pathway"
"royalblue",85,0.0044,1,3,"BP","negative regulation of proteolysis"
"royalblue",85,0.0046,1,8,"BP","protein catabolic process"
"royalblue",85,0.0046,1,2,"BP","protein quality control for misfolded or"
"royalblue",85,0.0046,1,2,"BP","cellular response to misfolded protein"
"royalblue",85,0.0046,1,43,"CC","intracellular membrane-bounded organelle"
"royalblue",85,0.0047,1,3,"BP","regulation of photoreceptor cell differe"
"royalblue",85,0.0047,1,3,"CC","polytene chromosome puff"
"royalblue",85,0.005,1,4,"MF","RNA polymerase II proximal promoter sequ"
"royalblue",85,0.0051,1,3,"BP","cellular response to topologically incor"
"royalblue",85,0.0051,1,14,"CC","nuclear lumen"
"royalblue",85,0.0053,1,8,"MF","sequence-specific double-stranded DNA bi"
"royalblue",85,0.0053,1,6,"BP","protein modification by small protein co"
"royalblue",85,0.0054,1,10,"MF","sequence-specific DNA binding"
"royalblue",85,0.0056,1,28,"BP","protein metabolic process"
"royalblue",85,0.0057,1,3,"BP","regulation of epithelial cell migration"
"royalblue",85,0.0059,1,4,"MF","proximal promoter sequence-specific DNA "
"royalblue",85,0.0059,1,7,"BP","ubiquitin-dependent protein catabolic pr"
"royalblue",85,0.006,1,22,"MF","nucleic acid binding"
"royalblue",85,0.0064,1,7,"BP","modification-dependent protein catabolic"
"royalblue",85,0.0064,1,11,"BP","morphogenesis of an epithelium"
"royalblue",85,0.0067,1,14,"MF","DNA binding"
"royalblue",85,0.0068,1,8,"BP","regulation of nervous system development"
"royalblue",85,0.0068,1,3,"BP","positive regulation of cell migration"
"royalblue",85,0.0068,1,3,"BP","dorsal appendage formation"
"royalblue",85,0.007,1,2,"BP","cell-cell adhesion mediated by cadherin"
"royalblue",85,0.007,1,6,"BP","establishment or maintenance of cell pol"
"royalblue",85,0.0075,1,19,"BP","signal transduction"
"royalblue",85,0.0077,1,5,"CC","cell junction"
"royalblue",85,0.0079,1,8,"BP","compound eye development"
"royalblue",85,0.0079,1,1,"BP","suture of dorsal opening"
"royalblue",85,0.0079,1,1,"BP","sternite morphogenesis"
"royalblue",85,0.0079,1,1,"BP","mystery cell differentiation"
"royalblue",85,0.0079,1,1,"BP","defecation"
"royalblue",85,0.0079,1,1,"BP","conversion of ds siRNA to ss siRNA invol"
"royalblue",85,0.0079,1,1,"BP","histone H3-K79 methylation"
"royalblue",85,0.0079,1,1,"BP","nuclear cortical migration"
"royalblue",85,0.0079,1,1,"BP","histone H3-K18 acetylation"
"royalblue",85,0.0079,1,1,"BP","R1/R6 development"
"royalblue",85,0.0079,1,1,"BP","compound eye corneal lens morphogenesis"
"royalblue",85,0.0079,1,1,"BP","negative regulation of muscle cell diffe"
"royalblue",85,0.0079,1,1,"BP","anterior mRNA localization involved in a"
"royalblue",85,0.0079,1,1,"BP","histone H3-K36 dimethylation"
"royalblue",85,0.0079,1,1,"BP","protein localization to cell leading edg"
"royalblue",85,0.0079,1,1,"BP","positive regulation of receptor localiza"
"royalblue",85,0.0079,1,1,"CC","mitochondrial DNA-directed RNA polymeras"
"royalblue",85,0.0079,1,1,"CC","anchored component of the cytoplasmic si"
"royalblue",85,0.0079,1,1,"MF","mitochondrial promoter sequence-specific"
"royalblue",85,0.0079,1,1,"MF","UDP-glucose:glycoprotein glucosyltransfe"
"royalblue",85,0.0079,1,1,"MF","elongation factor-2 kinase activity"
"royalblue",85,0.0079,1,1,"MF","histone methyltransferase activity (H3-K"
"royalblue",85,0.0079,1,1,"MF","DNA 5'-adenosine monophosphate hydrolase"
"royalblue",85,0.0079,1,1,"MF","histone acetyltransferase activity (H3-K"
"royalblue",85,0.0079,1,1,"MF","histone acetyltransferase activity (H3-K"
"royalblue",85,0.0079,1,1,"MF","eukaryotic initiation factor eIF2 bindin"
"royalblue",85,0.0079,1,1,"MF","single-strand break-containing DNA bindi"
"royalblue",85,0.0079,1,1,"MF","histone methyltransferase binding"
"royalblue",85,0.0081,1,8,"BP","developmental growth"
"royalblue",85,0.0084,1,4,"BP","endosomal transport"
"royalblue",85,0.0085,1,3,"BP","positive regulation of cell motility"
"royalblue",85,0.0088,1,2,"BP","positive regulation of hippo signaling"
"royalblue",85,0.0088,1,2,"BP","regulation of DNA binding"
"royalblue",85,0.0088,1,9,"MF","DNA-binding transcription factor activit"
"royalblue",85,0.0089,1,7,"BP","compound eye morphogenesis"
"royalblue",85,0.0091,1,11,"BP","neuron development"
"royalblue",85,0.0092,1,11,"BP","cell surface receptor signaling pathway"
"royalblue",85,0.0093,1,14,"BP","neurogenesis"
"salmon",114,0.00019,1,3,"BP","anterograde axonal transport"
"salmon",114,0.00025,1,8,"BP","synapse assembly"
"salmon",114,0.00037,1,7,"BP","synaptic growth at neuromuscular junctio"
"salmon",114,0.00057,1,2,"BP","anterograde synaptic vesicle transport"
"salmon",114,0.00072,1,22,"BP","nervous system development"
"salmon",114,0.0014,1,36,"BP","multicellular organism development"
"salmon",114,0.0015,1,7,"BP","dendrite development"
"salmon",114,0.0016,1,7,"BP","neuromuscular junction development"
"salmon",114,0.0023,1,9,"BP","synapse organization"
"salmon",114,0.0026,1,2,"BP","glycosphingolipid biosynthetic process"
"salmon",114,0.0028,1,3,"BP","axonal transport"
"salmon",114,0.0033,1,2,"BP","positive regulation of lamellipodium ass"
"salmon",114,0.0033,1,2,"MF","non-membrane spanning protein tyrosine k"
"salmon",114,0.0043,1,4,"BP","positive regulation of cell projection o"
"salmon",114,0.0045,1,3,"MF","protein tyrosine kinase activity"
"salmon",114,0.005,1,13,"BP","morphogenesis of an epithelium"
"salmon",114,0.005,1,6,"BP","dendrite morphogenesis"
"salmon",114,0.005,1,2,"BP","vesicle transport along microtubule"
"salmon",114,0.0053,1,8,"BP","imaginal disc-derived wing morphogenesis"
"salmon",114,0.0058,1,15,"BP","animal organ morphogenesis"
"salmon",114,0.006,1,2,"BP","retinal ganglion cell axon guidance"
"salmon",114,0.0064,1,8,"BP","wing disc morphogenesis"
"salmon",114,0.007,1,2,"BP","axon target recognition"
"salmon",114,0.0072,1,7,"BP","regulation of developmental growth"
"salmon",114,0.0074,1,13,"BP","neuron development"
"salmon",114,0.0084,1,7,"MF","protein kinase activity"
"salmon",114,0.0087,1,3,"BP","axo-dendritic transport"
"salmon",114,0.009,1,16,"MF","DNA binding"
"salmon",114,0.0091,1,8,"MF","phosphotransferase activity, alcohol gro"
"salmon",114,0.0098,1,9,"BP","developmental growth"
"salmon",114,0.0098,1,3,"CC","postsynaptic membrane"
"salmon",114,0.0099,1,1,"BP","synaptic vesicle budding from endosome"
"salmon",114,0.0099,1,1,"BP","arachidonic acid metabolic process"
"salmon",114,0.0099,1,1,"BP","branchiomotor neuron axon guidance"
"salmon",114,0.0099,1,1,"BP","microvillar actin bundle assembly"
"salmon",114,0.0099,1,1,"BP","melanosome transport"
"salmon",114,0.0099,1,1,"BP","diacylglycerol catabolic process"
"salmon",114,0.0099,1,1,"BP","positive regulation of protein export fr"
"salmon",114,0.0099,1,1,"BP","cellular glucuronidation"
"salmon",114,0.0099,1,1,"BP","positive regulation of dendritic spine d"
"salmon",114,0.0099,1,1,"BP","endocannabinoid signaling pathway"
"salmon",114,0.0099,1,1,"BP","postsynaptic density assembly"
"salmon",114,0.0099,1,1,"BP","protein O-GlcNAcylation via threonine"
"salmon",114,0.0099,1,1,"BP","receptor localization to non-motile cili"
"salmon",114,0.0099,1,1,"BP","retrograde trans-synaptic signaling by e"
"salmon",114,0.0099,1,1,"BP","positive regulation of excitatory postsy"
"salmon",114,0.0099,1,1,"CC","presynaptic endosome"
"salmon",114,0.0099,1,1,"MF","lipoprotein lipase activity"
"salmon",114,0.0099,1,1,"MF","GKAP/Homer scaffold activity"
"salmon",114,0.0099,1,1,"MF","transforming growth factor beta receptor"
"salmon",114,0.0099,1,1,"MF","alpha-1,4-N-acetylgalactosaminyltransfer"
"salmon",114,0.0099,1,1,"MF","L-dopa decarboxylase activity"
"salmon",114,0.0099,1,1,"MF","rhodopsin kinase activity"
"salmon",114,0.0099,1,1,"MF","protein methylesterase activity"
"skyblue",44,4.9e-27,4.2e-23,18,"CC","cytosolic ribosome"
"skyblue",44,2.6e-23,2.2e-19,17,"BP","cytoplasmic translation"
"skyblue",44,6.4e-22,5.5e-18,18,"CC","ribosome"
"skyblue",44,5.9e-21,5e-17,17,"MF","structural constituent of ribosome"
"skyblue",44,1.4e-17,1.2e-13,21,"BP","peptide metabolic process"
"skyblue",44,3.7e-17,3.1e-13,19,"BP","translation"
"skyblue",44,6.1e-16,5.2e-12,21,"CC","cytosol"
"skyblue",44,1.5e-15,1.3e-11,18,"MF","structural molecule activity"
"skyblue",44,3e-14,2.5e-10,9,"CC","cytosolic small ribosomal subunit"
"skyblue",44,1.5e-13,1.3e-09,18,"CC","ribonucleoprotein complex"
"skyblue",44,3.3e-13,2.8e-09,9,"CC","cytosolic large ribosomal subunit"
"skyblue",44,6.1e-12,5.2e-08,9,"CC","small ribosomal subunit"
"skyblue",44,2.6e-11,2.2e-07,34,"CC","cytoplasm"
"skyblue",44,1.4e-10,1.2e-06,9,"CC","large ribosomal subunit"
"skyblue",44,4.7e-08,4e-04,34,"CC","intracellular organelle"
"skyblue",44,1.4e-07,0.0012,25,"CC","protein-containing complex"
"skyblue",44,5.7e-06,0.048,22,"BP","biosynthetic process"
"skyblue",44,8e-06,0.068,21,"BP","gene expression"
"skyblue",44,9.6e-06,0.081,21,"BP","protein metabolic process"
"skyblue",44,5.4e-05,0.46,30,"BP","cellular metabolic process"
"skyblue",44,9.6e-05,0.81,3,"MF","ribosome binding"
"skyblue",44,0.00072,1,3,"BP","ribosome assembly"
"skyblue",44,0.00073,1,5,"BP","ribosome biogenesis"
"skyblue",44,0.00087,1,3,"MF","ribonucleoprotein complex binding"
"skyblue",44,0.0014,1,3,"BP","ribosomal small subunit biogenesis"
"skyblue",44,0.0023,1,2,"BP","ribosomal small subunit assembly"
"skyblue",44,0.0025,1,34,"BP","cellular process"
"skyblue",44,0.0028,1,5,"CC","nuclear chromosome"
"skyblue",44,0.0038,1,1,"BP","endonucleolytic cleavage to generate mat"
"skyblue",44,0.0038,1,1,"BP","S-adenosyl-L-methionine transport"
"skyblue",44,0.0038,1,1,"BP","positive regulation of translational fid"
"skyblue",44,0.0038,1,1,"BP","regulation of plasma membrane sterol dis"
"skyblue",44,0.0038,1,1,"CC","cortical endoplasmic reticulum"
"skyblue",44,0.0038,1,1,"MF","S-adenosyl-L-methionine transmembrane tr"
"skyblue",44,0.0038,1,1,"MF","3-oxoacyl-[acyl-carrier-protein] synthas"
"skyblue",44,0.0055,1,7,"MF","RNA binding"
"skyblue",44,0.0057,1,2,"BP","translational elongation"
"skyblue",44,0.0064,1,4,"CC","nucleolus"
"skyblue",44,0.0068,1,2,"MF","disulfide oxidoreductase activity"
"skyblue",44,0.0075,1,1,"BP","retrograde axonal transport of mitochond"
"skyblue",44,0.0075,1,1,"MF","fumarate hydratase activity"
"skyblue",44,0.0075,1,1,"MF","inorganic diphosphatase activity"
"skyblue",44,0.0075,1,1,"MF","phosphoglycerate kinase activity"
"skyblue",44,0.0075,1,1,"MF","thioredoxin-disulfide reductase activity"
"skyblue",44,0.0075,1,1,"MF","oxidized purine nucleobase lesion DNA N-"
"skyblue",44,0.0075,1,1,"MF","cysteine desulfurase activity"
"skyblue",44,0.0076,1,25,"BP","nitrogen compound metabolic process"
"skyblue",44,0.0077,1,2,"MF","rRNA binding"
"skyblue",44,0.0099,1,2,"BP","regulation of hemocyte proliferation"
"steelblue",39,2.2e-06,0.018,3,"BP","protein localization to Golgi apparatus"
"steelblue",39,2.5e-05,0.21,6,"MF","Ras GTPase binding"
"steelblue",39,2.8e-05,0.24,6,"MF","small GTPase binding"
"steelblue",39,3.5e-05,0.3,2,"BP","protein retention in Golgi apparatus"
"steelblue",39,5.4e-05,0.46,6,"MF","GTPase binding"
"steelblue",39,0.00012,1,2,"BP","perineurial glial growth"
"steelblue",39,0.00012,1,24,"CC","cytoplasm"
"steelblue",39,0.00016,1,8,"BP","regulation of localization"
"steelblue",39,0.00022,1,4,"BP","regulation of Wnt signaling pathway"
"steelblue",39,0.00024,1,6,"BP","regulation of transport"
"steelblue",39,0.00033,1,2,"BP","glial cell growth"
"steelblue",39,0.00042,1,17,"MF","protein binding"
"steelblue",39,0.00042,1,2,"BP","positive regulation of ion transmembrane"
"steelblue",39,0.00044,1,3,"BP","positive regulation of Wnt signaling pat"
"steelblue",39,5e-04,1,5,"BP","endocytosis"
"steelblue",39,0.00054,1,9,"BP","regulation of signal transduction"
"steelblue",39,0.00059,1,4,"BP","Wnt signaling pathway"
"steelblue",39,0.00061,1,3,"MF","Rho GTPase binding"
"steelblue",39,0.00068,1,3,"BP","Rho protein signal transduction"
"steelblue",39,0.00076,1,2,"BP","receptor internalization"
"steelblue",39,0.00088,1,7,"MF","enzyme binding"
"steelblue",39,0.001,1,2,"BP","protein targeting to vacuole"
"steelblue",39,0.0013,1,7,"BP","vesicle-mediated transport"
"steelblue",39,0.0016,1,4,"BP","Ras protein signal transduction"
"steelblue",39,0.0022,1,2,"BP","positive regulation of receptor-mediated"
"steelblue",39,0.0024,1,2,"MF","channel regulator activity"
"steelblue",39,0.0024,1,4,"BP","small GTPase mediated signal transductio"
"steelblue",39,0.0027,1,3,"BP","regulation of Ras protein signal transdu"
"steelblue",39,0.0029,1,3,"MF","GTPase activator activity"
"steelblue",39,0.0034,1,2,"MF","ubiquitin binding"
"steelblue",39,0.0035,1,1,"BP","detection of calcium ion"
"steelblue",39,0.0035,1,1,"BP","activation of store-operated calcium cha"
"steelblue",39,0.0035,1,1,"BP","locomotory exploration behavior"
"steelblue",39,0.0035,1,1,"BP","negative regulation of gluconeogenesis"
"steelblue",39,0.0035,1,1,"BP","positive regulation of adenylate cyclase"
"steelblue",39,0.0035,1,1,"BP","positive regulation of protein desumoyla"
"steelblue",39,0.0035,1,1,"BP","positive regulation of potassium ion imp"
"steelblue",39,0.0035,1,1,"BP","negative regulation of non-canonical Wnt"
"steelblue",39,0.0035,1,1,"BP","positive regulation of sodium ion transm"
"steelblue",39,0.0035,1,1,"MF","chloride channel inhibitor activity"
"steelblue",39,0.0035,1,1,"MF","potassium channel inhibitor activity"
"steelblue",39,0.0035,1,1,"MF","ubiquitin-dependent protein binding"
"steelblue",39,0.0035,1,3,"BP","regulation of small GTPase mediated sign"
"steelblue",39,0.0037,1,3,"BP","spermatid differentiation"
"steelblue",39,0.0037,1,3,"MF","Rab GTPase binding"
"steelblue",39,0.0045,1,4,"BP","transmembrane receptor protein tyrosine "
"steelblue",39,0.0045,1,2,"BP","retrograde transport, endosome to Golgi"
"steelblue",39,0.0045,1,2,"MF","Rho guanyl-nucleotide exchange factor ac"
"steelblue",39,0.0048,1,7,"BP","cell surface receptor signaling pathway"
"steelblue",39,0.0048,1,2,"MF","ubiquitin-like protein binding"
"steelblue",39,0.0049,1,4,"MF","ubiquitin-protein transferase activity"
"steelblue",39,0.0052,1,2,"BP","regulation of Rho protein signal transdu"
"steelblue",39,0.0055,1,2,"BP","maintenance of protein location in cell"
"steelblue",39,0.0061,1,4,"MF","ubiquitin-like protein transferase activ"
"steelblue",39,0.007,1,1,"BP","regulation of gluconeogenesis"
"steelblue",39,0.007,1,1,"BP","asparaginyl-tRNA aminoacylation"
"steelblue",39,0.007,1,1,"BP","negative regulation of terminal cell fat"
"steelblue",39,0.007,1,1,"BP","negative regulation of fusion cell fate "
"steelblue",39,0.007,1,1,"BP","negative regulation of inflammatory resp"
"steelblue",39,0.007,1,1,"BP","oenocyte delamination"
"steelblue",39,0.007,1,1,"BP","cargo loading into COPII-coated vesicle"
"steelblue",39,0.007,1,1,"BP","negative regulation of histone H2A K63-l"
"steelblue",39,0.007,1,1,"BP","response to rotenone"
"steelblue",39,0.007,1,1,"BP","ribosome-associated ubiquitin-dependent "
"steelblue",39,0.007,1,1,"CC","GID complex"
"steelblue",39,0.007,1,1,"CC","RQC complex"
"steelblue",39,0.007,1,1,"MF","asparagine-tRNA ligase activity"
"steelblue",39,0.007,1,1,"MF","calcium-induced calcium release activity"
"steelblue",39,0.0073,1,2,"BP","positive regulation of canonical Wnt sig"
"steelblue",39,0.0073,1,2,"CC","P granule"
"steelblue",39,0.0077,1,4,"BP","muscle structure development"
"steelblue",39,0.0081,1,2,"CC","germ plasm"
"steelblue",39,0.0081,1,5,"CC","cytoplasmic vesicle"
"tan",123,3.1e-06,0.026,18,"BP","vesicle-mediated transport"
"tan",123,3.9e-05,0.33,4,"BP","ommochrome biosynthetic process"
"tan",123,3.9e-05,0.33,4,"BP","ocellus pigment biosynthetic process"
"tan",123,0.00046,1,3,"CC","AP-type membrane coat adaptor complex"
"tan",123,0.00064,1,4,"BP","eye pigment biosynthetic process"
"tan",123,0.00064,1,2,"CC","AP-3 adaptor complex"
"tan",123,0.00065,1,6,"BP","endosomal transport"
"tan",123,0.00078,1,4,"BP","eye pigment metabolic process"
"tan",123,0.00086,1,5,"CC","nuclear body"
"tan",123,0.001,1,5,"CC","small nuclear ribonucleoprotein complex"
"tan",123,0.0011,1,3,"BP","compound eye pigmentation"
"tan",123,0.0022,1,2,"BP","heart formation"
"tan",123,0.0027,1,15,"BP","intracellular transport"
"tan",123,0.0027,1,6,"BP","Golgi vesicle transport"
"tan",123,0.0033,1,3,"BP","retrograde transport, endosome to Golgi"
"tan",123,0.0036,1,5,"BP","developmental pigmentation"
"tan",123,0.0037,1,2,"BP","chromatin-mediated maintenance of transc"
"tan",123,0.0037,1,2,"MF","nuclear hormone receptor binding"
"tan",123,0.0046,1,2,"BP","SNARE complex assembly"
"tan",123,0.0054,1,11,"BP","protein transport"
"tan",123,0.0056,1,2,"BP","negative regulation of lipid storage"
"tan",123,0.0071,1,11,"CC","nucleoplasm"
"tan",123,0.0072,1,3,"BP","meiotic spindle organization"
"tan",123,0.0074,1,11,"BP","establishment of protein localization"
"tan",123,0.008,1,7,"BP","secretion by cell"
"tan",123,0.0089,1,3,"BP","regulation of lipid storage"
"tan",123,0.0091,1,2,"BP","protein targeting to vacuole"
"tan",123,0.0099,1,9,"BP","intracellular protein transport"
"tan",123,0.0099,1,14,"BP","organic substance transport"
"turquoise",3240,4.4e-44,3.7e-40,396,"CC","extracellular region"
"turquoise",3240,2.6e-34,2.2e-30,240,"CC","extracellular space"
"turquoise",3240,2.7e-30,2.3e-26,244,"BP","oxidation-reduction process"
"turquoise",3240,8.9e-29,7.6e-25,261,"MF","oxidoreductase activity"
"turquoise",3240,2e-19,1.7e-15,162,"MF","cofactor binding"
"turquoise",3240,9.9e-17,8.4e-13,169,"BP","carboxylic acid metabolic process"
"turquoise",3240,1.7e-16,1.4e-12,174,"BP","organic acid metabolic process"
"turquoise",3240,2.4e-16,2.1e-12,81,"MF","iron ion binding"
"turquoise",3240,3.6e-16,3.1e-12,152,"BP","defense response"
"turquoise",3240,9.1e-16,7.7e-12,100,"BP","response to bacterium"
"turquoise",3240,4e-15,3.4e-11,113,"BP","carbohydrate metabolic process"
"turquoise",3240,8.7e-15,7.4e-11,71,"MF","heme binding"
"turquoise",3240,2.1e-14,1.8e-10,40,"BP","defense response to Gram-positive bacter"
"turquoise",3240,3.5e-13,3e-09,88,"BP","defense response to bacterium"
"turquoise",3240,7.6e-13,6.5e-09,113,"BP","defense response to other organism"
"turquoise",3240,9.1e-13,7.8e-09,85,"BP","generation of precursor metabolites and "
"turquoise",3240,1.8e-12,1.5e-08,79,"MF","oxidoreductase activity, acting on paire"
"turquoise",3240,2.9e-12,2.4e-08,43,"MF","endopeptidase inhibitor activity"
"turquoise",3240,4.8e-12,4.1e-08,44,"MF","peptidase inhibitor activity"
"turquoise",3240,1.6e-10,1.3e-06,31,"BP","aerobic respiration"
"turquoise",3240,1.9e-10,1.6e-06,43,"BP","defense response to Gram-negative bacter"
"turquoise",3240,7.2e-10,6.1e-06,53,"BP","cellular respiration"
