Category	Term	Count	percent	PValue	Genes	List_Total	Pop_Hits	Pop_Total	Fold_Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	512	1.152893492	0.023150374	"CG15117, CG4462, CG40498, CG5639, NHE3, SHAWN, DSCAM2, KUA, CG33303, ND-ASHI, RH50, CG15661, ATP7, CG42514, CG12194, TSP42EF, TSP42EG, TSP42EH, TSP42EI, CG40486, TSP42EJ, TSP42EL, CG31663, VACHT, IRK3, TSP42EN, LCCH3, HID, TSP42ER, KDELR, CG4459, RETM, CG43187, EO, TSP42EA, CG42306, TSP42EB, CG15653, TSP42EE, NEB-CGP, CG31637, CG4587, CG14298, FW, AC78C, CG18249, DPR9, W, IR76A, PIS, RICH, CG7227, CG4293, PIO, INE, SUT2, IA-2, IR25A, CG4576, CG1309, CG5646, CUE, NINAD, CG43778, CG7589, CG4984, ROST, COX8, RPH, CG15211, NHA2, CG6512, CG42751, CG43078, CG31810, ZNT86D, DIP-ETA, CG4950, SLMAP, CG1572, CG12344, CG42747, CG32547, CG14223, CG12730, CG7530, FILI, OCT-TYRR, CG4829, CG1667, CG1665, CG31157, CG15611, PLUM, CG1662, L(2)01289, CG1358, DOP2R, MARF, UZIP, TSP2A, CG11077, JWA, NTPASE, CG3690, TWR, PMP34, CG42336, CMPY, CG42239, CG42235, SCGBETA, CG31272, EYA, CG13607, P24-1, CG34310, CG3408, ALP4, CG13091, CG31689, NP15.6, ZNT63C, AKHR, SDHC, SSRBETA, UCP4A, SDHD, CG42329, CG11753, CG7011, WGN, CG10097, CG11741, CG6962, ZNT41F, CG17323, CG42394, CG17324, OCTBETA3R, FIE, CG3662, CG17322, MDR49, CG10960, TRAM, HISCL1, ASPH, CG34430, DAT, CG18327, ANCE-3, MEMBRIN, CG14855, GABA-B-R2, MEC2, CG6959, CG10182, SEC61BETA, PIG-U, TACE, MGE, CG6656, CG32448, HAF, PIG-C, CG10073, CG9395, CG3842, CG3156, L(1)G0320, CG32276, CG32576, CG32669, CSAT, ABCB7, CG3149, CG14830, CG6006, SYT14, CG12910, CG14204, RHO, CG14971, OATP30B, PPK30, HO, ERGIC53, PCK, CG12159, INX7, CAV, LBM, CG3376, CG10864, ORCT2, CG32750, RIC-3, CG12290, CG2698, PPK20, PPK26, CG18869, UGT35B, CG11686, CG4753, CG15553, CG8861, CG8860, WIT, HS6ST, SIFAR, UGT86DI, CG11825, CG31103, CG10178, PPK10, IHOG, ESYT2, HBS, SEC63, CG44286, HYDR1, ECA, GR59F, CYP6V1, CG8888, GR59E, DHAP-AT, SEC61GAMMA, CG13404, CG13409, PPK19, CG4630, BAI, CG3394, NLG1, CG32225, CG12025, HS3ST-A, CG7084, MDR65, CATSUP, RTNL1, DGKEPSILON, KAR, CG18549, CG6739, CG7497, CG7382, PVR, CG9338, CG17636, ND-B15, CG30269, CG2003, SYT7, CG15279, TAPDELTA, CG1092, OSTGAMMA, TANGO13, CG13907, CG13220, CG44837, SNMP1, TANK, CG1824, MGAT2, UIF, APPL, CG10311, MAB-21, CG7091, CG8814, CG10737, CG2310, CG32815, CG43693, CG5823, CG9220, CG13920, CG9702, CG30285, CG17111, MFS14, CG9706, SCB, AC3, BOND, CLUMSY, CG6398, 7B2, CG1275, CG10337, CG17121, CG9717, CG9444, EAAT2, DPR19, OST48, CG43207, CG43208, DPR11, SYX8, SYX6, CG18507, CG10345, CG9628, CG11388, FUR2, CG5059, TKR99D, CG6184, CG7943, NEP5, CG6282, NEP1, CG10353, NEP3, SCAP, CG44325, CG8399, FAS3, SEA, L(2)K09913, CG3822, CAPS, SUGB, BET1, CG10362, CG2930, VHAM8.9, SOSIE, RHOBTB, MFRN, NEMY, PAPI, ST, BUFFY, CG5037, CG9186, FUSL, CG9743, OATP58DC, MTCH, CG42492, SPOCK, ALDH-III, CG9662, SPASE22-23, CG17163, CG9034, CG3078, CG5167, VGAT, CG33506, CTR1B, CG2604, CYP4G15, STIM, TSPO, SPI, CG16854, LOJ, CG9669, SPASE12, TM4SF, CG34172, VMAT, LPR2, SPZ, CG1208, CG34371, SPR, IR31A, ROBO3, SPP, CG7708, PPK3, CHOP24, ARALAR1, SEC61ALPHA, SPT-I, CG12502, STE24B, VHAM9.7-A, UGT37A1, TMS1, CG10483, CG5196, YPS, PMP70, CLS, CG9416, CG8654, COX7C, CG42445, ND-MLRQ, CG30008, CG1648, CG9514, QTC, CG8272, PPK, TSP5D, JABBA, LIST, CG34355, CG13078, CG7630, CG13384, FUCTB, WRY, FUCTA, RYR, CG17821, CG5484, CG14777, HTL, CG1907, CG13575, CG43210, CG5282, GLUT1, OSTDELTA, MTHL8, DPPIII, CG5070, CG15814, GLI, MTHL5, SESB, DMTN, CG14401, CG8112, ORT, RHO-5, CG16953, CG14186, SLL, TUTL, 5-HT2A, CG10550, CG4239, DNT, CG8249, CG1103, SLV, CG5885, CG31743, CG13255, CG4332, CG31785, GLCAT-I, CG8311, NACHRBETA2, DOP1R2, DOP1R1, ALT, CG5254, CG12404, CG33144, SP1173, PTC, NRT, ALK, CG13654, CNMA, KRN, 5-HT1A, 5-HT1B, SMO, GRK, DOT, PAIN, CG5262, CG5892, CG12541, WSCK, CG6479, CG14196, CG4341, TRPGAMMA, MINO, ACPH-1, GR98A, WOL, CG15922, FRC, HS2ST, CG34113, FMRFAR, CG31729, BOSS, CG33774, CG34396, DER-1, PTR, SNZ, PROC-R, UGT37C1, GLCT-1, SPASE25, SOG, DRL, CG7881, CG5382, KR-H2, CG33977, STMA, CG13284"	1705	2329	8313	1.071849648	0.999995643	0.560849175	28.80787806
UP_KEYWORDS	Myosin	9	0.020265706	0.023482762	"MLC-C, MLC2, D, MLC1, SQH, PRM, MYO61F, MYO95E, MHC"	2291	19	11424	2.362011533	0.999749798	0.339436606	27.73726477
UP_SEQ_FEATURE	calcium-binding region:2	9	0.020265706	0.023736129	"CANB, TPNC41C, EIP63F-1, ARALAR1, TPNC73F, ACTN, MIRO, CALPA, TPNC47D"	561	19	2782	2.349000844	1	0.988610054	32.45512268
UP_SEQ_FEATURE	calcium-binding region:1	9	0.020265706	0.023736129	"CANB, TPNC41C, EIP63F-1, ARALAR1, TPNC73F, ACTN, MIRO, CALPA, TPNC47D"	561	19	2782	2.349000844	1	0.988610054	32.45512268
INTERPRO	IPR013783:Immunoglobulin-like fold	48	0.108083765	0.025376211	"TG, DPR15, CG14964, PVR, DPR16, DPR19, IHOG, CG34113, DSCAM2, DPR4, DPR11, HBS, PXN, DPR10, AGBE, DPR9, DPR8, DIP-ETA, NOLO, JBUG, CG6044, UNC-89, PPN, STRN-MLCK, TRIM9, TUTL, SEV, DPR21, CG34371, DIP-GAMMA, ROBO3, CHER, BEAT-IV, BDL, CG33543, CG13532, BEAT-IIIC, KN, HTL, HIG, DIP-ALPHA, ZORMIN, FAS3, CG5597, WSCK, PLUM, KEK3, HIW"	1985	173	9553	1.335286324	1	0.858705849	36.15935762
UP_KEYWORDS	Glycolysis	8	0.018013961	0.026880899	"PGLYM78, CG7059, TPI, GAPDH2, PGI, CG1544, PFK, PGK"	2291	16	11424	2.493234395	0.99992588	0.364185911	31.10024438
INTERPRO	IPR003598:Immunoglobulin subtype 2	32	0.072055843	0.026908373	"PVR, CG14964, DPR15, DPR16, DPR19, IHOG, CG34113, DSCAM2, DPR4, DPR11, HBS, PXN, DPR10, DPR9, DPR8, DIP-ETA, NOLO, PPN, UNC-89, STRN-MLCK, TUTL, DPR21, DIP-GAMMA, CG34371, ROBO3, BDL, CG33543, HTL, DIP-ALPHA, ZORMIN, PLUM, KEK3"	1985	107	9553	1.439280586	1	0.865971297	37.88914488
UP_KEYWORDS	Carbohydrate metabolism	10	0.022517451	0.027589697	"CG8475, CG32444, CG17065, AMY-P, CG10467, GALE, FBP, AMY-D, PGM, AMYREL"	2291	23	11424	2.168029909	0.999942523	0.358421639	31.78316553
UP_SEQ_FEATURE	metal ion-binding site:Calcium; via carbonyl oxygen	4	0.00900698	0.027602253	"AMY-P, AMY-D, PXN, AMYREL"	561	4	2782	4.959001783	1	0.989563309	36.69402395
INTERPRO	IPR005225:Small GTP-binding protein domain	24	0.054041882	0.027776351	"ARL1, RHOL, CG8500, RABX5, RAB6, RAS64B, CG13390, RIC, CG8519, RHOBTB, ARL5, RAB8, RAB7, NON1, 128UP, DND, ARF102F, RAB2, RAB14, RAB23, RHEB, CG30158, RAB26, RAB11"	1985	75	9553	1.540030227	1	0.866090573	38.84937391
KEGG_PATHWAY	"dme00280:Valine, leucine and isoleucine degradation"	13	0.029272686	0.028723753	"ARC42, ALDH, CG3267, CG31075, HMGS, CG7430, CG3902, CG2118, SCOT, CG17896, CG8199, CG15093, CG5599"	538	31	2402	1.872286845	0.97059136	0.177917744	28.47048657
GOTERM_CC_DIRECT	"GO:0005749~mitochondrial respiratory chain complex II, succinate dehydrogenase complex (ubiquinone)"	4	0.00900698	0.029120844	"SDHA, SDHB, SDHC, SDHD"	1705	4	8313	4.875659824	0.999999828	0.622207772	34.86613599
GOTERM_CC_DIRECT	GO:0005787~signal peptidase complex	4	0.00900698	0.029120844	"TWR, SPASE25, SPASE12, SPASE22-23"	1705	4	8313	4.875659824	0.999999828	0.622207772	34.86613599
GOTERM_BP_DIRECT	GO:0045047~protein targeting to ER	4	0.00900698	0.029512435	"SRP14, SRP68, SPASE25, SPASE12"	1773	4	8604	4.852791878	1	0.997278197	40.85368121
INTERPRO	"IPR006048:Alpha-amylase, C-terminal all beta"	4	0.00900698	0.030220782	"AMY-P, AMY-D, AMYREL, AGBE"	1985	4	9553	4.812594458	1	0.880435768	41.47895683
INTERPRO	IPR005788:Disulphide isomerase	4	0.00900698	0.030220782	"PDI, CABP1, ERP60, PRTP"	1985	4	9553	4.812594458	1	0.880435768	41.47895683
UP_KEYWORDS	Redox-active center	7	0.015762216	0.030271949	"PDI, CABP1, CG7430, JAFRAC1, ERP60, PRTP, TRX-2"	2291	13	11424	2.685021657	0.99997808	0.372768834	34.31110524
INTERPRO	IPR013106:Immunoglobulin V-set	14	0.031524431	0.03050861	"DPR15, PVR, DPR19, CG34113, DPR4, DPR9, DPR8, STRN-MLCK, TUTL, DPR21, CG34371, DIP-GAMMA, ROBO3, BDL"	1985	37	9553	1.820981687	1	0.875241402	41.7814734
UP_KEYWORDS	Magnesium	33	0.074307588	0.030666791	"DCR-1, CG32495, RNH1, PKD, GYC88E, CG8891, COMT, MYT1, CG1814, AWD, GSS, NST, CG31729, GS1L, NURF-38, PMM45A, ADE2, PGM, TAILOR, EYA, CG34424, CG3264, CG32549, NMDMC, ATPCL, ALP4, TOS, CTA, RHEB, UBLCP1, PFK, CN-IIIB, TAKL1"	2291	116	11424	1.418564397	0.999980984	0.364235598	34.67581295
UP_KEYWORDS	NAD	16	0.036027922	0.030705009	"IMPL3, ND-30, ND-20, NMDMC, ND-49, SGL, CG7430, SIRT2, INOS, GAPDH2, GALE, ADH, CG17896, ND-75, CG15093, MDH1"	2291	46	11424	1.734423927	0.999981244	0.35296866	34.71101441
UP_KEYWORDS	Amidation	11	0.024769196	0.030707183	"NPLP1, FMRFA, NPLP3, DH31, SNPF, CCHA1, NPF, HUG, CCHA2, CAPA, IM4"	2291	27	11424	2.031524322	0.999981259	0.342062941	34.71301563
UP_KEYWORDS	Disulfide bond	142	0.319747805	0.03112521	"PVR, WGN, SPI, CG5639, JON66CII, DSCAM2, PRTP, CG7997, AMY-D, WNT2, DAW, LPR2, SPZ, JON25BI, WNT4, AMY-P, CG6154, CG34371, CG14642, HISCL1, TLD, TANGO13, DRS, DAT, JON99CI, CG44837, LCCH3, SNMP1, LYSX, COX6B, HIG, CG12256, TACE, UIF, EH, APPL, INVADOLYSIN, KEK3, HAYAN, SER8, CG30083, CG30289, CG30287, CALR, SERP, CG4115, FW, PXN, MANF, TIM9A, PPN, NRV2, CG30281, CG32373, ANCE, BDL, CG4408, SCB, CG43110, CADN2, CG11668, CUBN, WRY, LANB1, CG30090, HTL, CUE, CG5282, TSP, CG7589, MTHL8, VKG, CG17477, AMYREL, ILP5, LECTIN-37DA, SPIRIT, CORIN, CG5246, CG34132, ORT, NACHRALPHA2, CG31221, TUTL, CG12344, PRM, FUR2, CG3376, TRX-2, VERM, TKR99D, DOP1R2, NACHRBETA2, DOP1R1, CG18179, PPO3, HML, JON25BII, NRT, SEL, OCT-TYRR, EST-6, 5-HT1A, SMO, 5-HT1B, CG18180, PGRP-SB1, FAS3, GRK, TIMP, CG11377, JAFRAC1, GRASS, ETATRY, DOP2R, CABP1, IHOG, HS2ST, CG34113, ERP60, HBS, AOS, DPP, PGRP-SD, CG6041, CG40160, GBB, PDI, OBP83B, ALP4, CG5550, JON44E, CG33459, IDGF4, PGRP-SC1A, CCHA1, CCHA2, PGRP-SC1B, CG6739, NPC2A, SP7, TOK"	2291	610	11424	1.160784538	0.999983878	0.335497317	35.09688973
GOTERM_BP_DIRECT	GO:0006888~ER to Golgi vesicle-mediated transport	16	0.036027922	0.031502781	"CG7011, CHOP24, CG32069, BET1, ERGIC53, MEMBRIN, MADM, CG5484, COG3, BOCA, ECA, ALPHACOP, EPSILONCOP, CG3500, CG4293, SEC23"	1773	45	8604	1.725437112	1	0.997049437	42.94449143
GOTERM_MF_DIRECT	GO:0008177~succinate dehydrogenase (ubiquinone) activity	4	0.00900698	0.031546601	"SDHA, SDHB, SDHC, SDHD"	1643	4	7786	4.73889227	1	0.944883076	40.05383469
UP_KEYWORDS	ER-Golgi transport	9	0.020265706	0.032423038	"BETACOP, ALPHACOP, ALPHASNAP, GAMMACOP, ARF102F, RAB6, COMT, SIDL, KDELR"	2291	20	11424	2.243910956	0.999989902	0.336898178	36.27539772
UP_KEYWORDS	Virion	6	0.013510471	0.033031239	"ALPHACOP, EPSILONCOP, GAMMACOP, ZETACOP, HNRNP-K, DELTACOP"	2291	10	11424	2.991881275	0.999991891	0.33250763	36.82082843
UP_SEQ_FEATURE	metal ion-binding site:Zinc; catalytic	6	0.013510471	0.033391385	"TACE, CG6951, DPPIII, TLD, INVADOLYSIN, ANCE"	561	10	2782	2.97540107	1	0.992705682	42.57693057
SMART	SM01190:SM01190	5	0.011258726	0.033432139	"CHOP24, ECA, BAI, P24-1, LOJ"	914	7	4557	3.561269147	0.999998674	0.933243262	37.74557702
SMART	SM00665:B561	5	0.011258726	0.033432139	"CG8399, NEMY, CG10337, CG1275, CG13078"	914	7	4557	3.561269147	0.999998674	0.933243262	37.74557702
GOTERM_BP_DIRECT	GO:0050808~synapse organization	19	0.042783157	0.033715401	"DPR15, DPR16, SMG6, DPR19, DPR11, DPR4, VHAM8.9, ATG1, DPR10, DPR9, DIP-ALPHA, DPR8, DIP-ETA, SYN1, DPR21, RICH, APPL, DIP-GAMMA, HIW"	1773	57	8604	1.617597293	1	0.996960832	45.18692462
INTERPRO	IPR003599:Immunoglobulin subtype	32	0.072055843	0.03436473	"PVR, CG14964, DPR15, DPR16, DPR19, IHOG, CG34113, DSCAM2, DPR4, DPR11, HBS, PXN, DPR10, DPR9, DPR8, DIP-ETA, NOLO, PPN, UNC-89, STRN-MLCK, TUTL, DPR21, DIP-GAMMA, CG34371, ROBO3, BDL, CG33543, HTL, DIP-ALPHA, ZORMIN, PLUM, KEK3"	1985	109	9553	1.412871768	1	0.897918366	45.69481614
UP_SEQ_FEATURE	disulfide bond	63	0.141859941	0.034462426	"ILP5, SPI, DSCAM2, AMY-D, NACHRALPHA2, SPZ, TUTL, AMY-P, TLD, PRM, FUR2, TRX-2, DRS, TKR99D, DOP1R2, NACHRBETA2, DOP1R1, JON99CI, LCCH3, LYSX, NRT, OCT-TYRR, HIG, 5-HT1A, EST-6, 5-HT1B, SMO, PGRP-SB1, FAS3, TACE, TIMP, GRK, EH, JAFRAC1, ADK2, INVADOLYSIN, ETATRY, DOP2R, IHOG, CALR, MANF, PXN, AOS, PGRP-SD, DPP, TIM9A, PPN, NRV2, GBB, ANCE, CADN2, PDI, LANB1, ALP4, OBP83B, HTL, CUE, IDGF4, PGRP-SC1A, PGRP-SC1B, NPC2A, MTHL8, AMYREL"	561	250	2782	1.249668449	1	0.989674741	43.60742301
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...)	90	0.202657059	0.035535607	"STIM, SPI, NACHRALPHA2, WNT2, WNT4, SPZ, OCTBETA3R, MDR49, DNT, TREH, TLD, TANGO13, FUR2, ORCT2, DRS, TKR99D, CG32750, GLCAT-I, DOP1R2, NACHRBETA2, DOP1R1, PPO3, VACHT, LCCH3, PTC, NRT, OCT-TYRR, HIG, 5-HT1A, CG8399, EST-6, 5-HT1B, SMO, PGRP-SB1, TACE, FAS3, GRK, APPL, CG5262, SHAL, WSCK, INVADOLYSIN, CG4341, CDASE, DOP2R, CAD89D, HSC70-4, GR98A, UZIP, PPT2, IHOG, HS2ST, FMRFAR, PXN, AOS, LIP1, GR59F, BOSS, PGRP-SD, DPP, PPN, SEV, HFW, NRV2, CG32669, INE, GBB, ANCE, SCB, CADN2, FUCTB, FUCTA, LANB1, TSL, SOG, ALP4, RYR, DRL, MDR65, CATSUP, HTL, SPASE22-23, CUE, GLURIA, LSP2, GLUT1, IDGF4, NPC2A, MTHL8, MTHL5"	561	374	2782	1.193342675	1	0.986284859	44.62254291
INTERPRO	IPR001734:Sodium/solute symporter	7	0.015762216	0.035579859	"CG6723, CG9657, CG5687, CG32669, CG42235, CG7708, SLC5A11"	1985	13	9553	2.591397016	1	0.899588757	46.87567017
UP_KEYWORDS	Transit peptide	38	0.085566314	0.036023977	"LON, FDX1, ATPSYNO, COX7A, MTTFB2, MTTFB1, ND-ACP, BONSAI, COX5A, MRPL11, CG30493, MRPL10, SHD, CG12264, PPL, ATPSYNGAMMA, CYP12D1-D, CG17896, MRPL32, MRPL34, MRPL35, NMDMC, CG3267, CG14757, CYP12D1-P, TTC19, MRPL24, SDHA, SDHB, MRPL22, SLGA, SDHD, CYP12B2, CG1544, CG9410, CG7280, ND-75, CG15093"	2291	139	11424	1.363207295	0.999997251	0.347414886	39.44222636
GOTERM_BP_DIRECT	GO:0006011~UDP-glucose metabolic process	6	0.013510471	0.036797965	"UGT37C1, CG17324, CG17322, UGT35B, UGP, UGT37A1"	1773	10	8604	2.911675127	1	0.997297972	48.17280674
GOTERM_BP_DIRECT	GO:0006303~double-strand break repair via nonhomologous end joining	5	0.011258726	0.036808744	"IRBP, SNM1, BLM, ENDOGI, DNAPOL-ALPHA180"	1773	7	8604	3.466279913	1	0.996096173	48.18297329
GOTERM_BP_DIRECT	GO:0071329~cellular response to sucrose stimulus	5	0.011258726	0.036808744	"ACC, DOP1R1, PICK1, GLYS, FASN2"	1773	7	8604	3.466279913	1	0.996096173	48.18297329
GOTERM_MF_DIRECT	GO:0008083~growth factor activity	10	0.022517451	0.03729038	"SPZ, DAW, DPP, THS, ADGF-C, PVF1, PVF2, MIPLE1, GBB, SXL"	1643	23	7786	2.060387944	1	0.958073045	45.4845173
GOTERM_MF_DIRECT	"GO:0051539~4 iron, 4 sulfur cluster binding"	10	0.022517451	0.03729038	"SDHB, CG9272, ND-20, IRP-1B, IRP-1A, ND-75, DNAPOL-ALPHA180, ND-51, CG4858, MOCS1"	1643	23	7786	2.060387944	1	0.958073045	45.4845173
INTERPRO	IPR006593:Cytochrome b561/ferric reductase transmembrane	5	0.011258726	0.037885139	"CG8399, NEMY, CG10337, CG1275, CG13078"	1985	7	9553	3.43756747	1	0.907827264	49.04970272
INTERPRO	IPR015720:TMP21-related	5	0.011258726	0.037885139	"CHOP24, ECA, BAI, P24-1, LOJ"	1985	7	9553	3.43756747	1	0.907827264	49.04970272
INTERPRO	"IPR018170:Aldo/keto reductase, conserved site"	5	0.011258726	0.037885139	"CG10638, CG9436, CG6083, CG6084, CG10863"	1985	7	9553	3.43756747	1	0.907827264	49.04970272
KEGG_PATHWAY	dme00982:Drug metabolism - cytochrome P450	21	0.047286647	0.038003918	"UGT37C1, UGT86DI, GSTT4, GSTE13, CG10178, UGT35B, GSTS1, ALDH-III, UGT37A1, CG17323, GSTD1, GSTE3, GSTD3, GSTE7, GSTE6, CG15661, GSTD7, GSTE5, ADH, GSTE14, GSTD8"	538	61	2402	1.537022366	0.990796147	0.218659187	35.94533942
INTERPRO	IPR009038:GOLD	6	0.013510471	0.038059652	"CHOP24, RETM, ECA, BAI, P24-1, LOJ"	1985	10	9553	2.887556675	1	0.902923389	49.21081759
INTERPRO	"IPR004839:Aminotransferase, class I/classII"	6	0.013510471	0.038059652	"GOT2, GOT1, CG1640, CG6321, SPT-I, CG10361"	1985	10	9553	2.887556675	1	0.902923389	49.21081759
GOTERM_MF_DIRECT	GO:0030170~pyridoxal phosphate binding	13	0.029272686	0.039643975	"GOT2, CG1486, CG1665, GOT1, CG12264, CG1640, CG8129, CG6321, SPT-I, GAD1, CG8745, CG10361, CG5618"	1643	34	7786	1.811929397	1	0.956498867	47.57367257
GOTERM_BP_DIRECT	GO:0016311~dephosphorylation	19	0.042783157	0.039782625	"EDTP, CG3264, CG9451, ACPH-1, CG9784, CG15739, ALP4, PTC, CG17294, CG17027, CG17029, CG9389, CG6656, MTM, CG11437, CG11438, CG3530, TPS1, CN-IIIB"	1773	58	8604	1.589707684	1	0.99648231	50.91717802
KEGG_PATHWAY	dme00561:Glycerolipid metabolism	16	0.036027922	0.040231275	"MINO, CG6847, ALDH, CG31075, CG8093, CG7997, CG4753, CG1942, DGKEPSILON, MRI, CG11437, CG9436, CG11438, CG6083, CG6084, CG10863"	538	43	2402	1.661277773	0.99304723	0.219976128	37.62981484
UP_KEYWORDS	Iron-sulfur	13	0.029272686	0.042836422	"SDHB, RFESP, CG9272, CG12264, ND-20, FDX1, IRP-1B, ND-24, IRP-1A, ND-75, DNAPOL-ALPHA180, CG4858, MOCS1"	2291	36	11424	1.800669286	0.999999769	0.389140949	45.03801779
UP_KEYWORDS	Endoplasmic reticulum	46	0.103580275	0.043025997	"CYP4S3, SPI, OST48, CABP1, WBL, CYP4E2, WOL, CYP4E3, CG8112, SPASE12, CALR, PRTP, RHO-5, GTP-BP, CG33303, CYP6V1, ECA, CYP311A1, TWR, CG33774, CYP28D1, SEC61GAMMA, CYP6A22, CG9186, DER-1, CYP6A20, CYP309A2, CYP309A1, PDI, GAMMACOP, MEIGO, SPASE25, CYP313A4, RTNL1, SEL, CYP4D8, SPASE22-23, CG8860, KDELR, CYP313A1, BOCA, SSRBETA, CYP6A17, RHEB, CYP4G15, CYP6W1"	2291	176	11424	1.303281616	0.999999784	0.380997861	45.18664993
GOTERM_BP_DIRECT	GO:0010507~negative regulation of autophagy	8	0.018013961	0.043362078	"NUP44A, DAW, SEC61GAMMA, RHEB, SEC61ALPHA, CG12772, SEC61BETA, SESB"	1773	17	8604	2.283666766	1	0.997053014	54.02776452
SMART	SM00209:TSP1	7	0.015762216	0.043939164	"CG30203, NOLO, PPN, CG17739, MSPO, CG42339, LOH"	914	14	4557	2.492888403	0.999999983	0.949237846	46.54238826
UP_KEYWORDS	Cleavage on pair of basic residues	15	0.033776177	0.044077253	"SCB, ILP5, NPLP1, FMRFA, DH31, PPO3, NPF, CAPA, TACE, SNPF, HUG, DRO, TLD, FUR2, GBB"	2291	44	11424	1.699932542	0.999999853	0.379193526	46.00412375
GOTERM_CC_DIRECT	GO:0045202~synapse	29	0.065300608	0.044168111	"RABX5, JHE, RAB6, ORT, RAB8, RAB7, HOOK, ARU, LBM, CG12344, RAB23, HISCL1, RAB26, ARC1, CG4757, CATSUP, NRT, CADPS, EST-6, WIT, CG7589, ARMI, DOR, CG10339, RAB14, STJ, GLI, RAB11, STMA"	1705	100	8313	1.413941349	1	0.75349429	48.07253493
GOTERM_MF_DIRECT	GO:0004364~glutathione transferase activity	15	0.033776177	0.044302529	"GSTE13, GSTT4, GDAP1, GSTS1, GSTD1, GSTE3, GSTD3, GSTE7, GSTO2, GSTD7, GSTE6, GSTE5, GSTE14, GSTO3, GSTD8"	1643	42	7786	1.692461525	1	0.962285218	51.48943908
GOTERM_MF_DIRECT	GO:0005200~structural constituent of cytoskeleton	15	0.033776177	0.044302529	"ARP10, ALPHATUB84B, BETATUB60D, CORA, ARP3, ACT57B, ALPHATUB85E, BETATUB97EF, ALPHATUB84D, BETA-SPEC, ACT5C, ARPC3B, STRN-MLCK, GRIP75, ACT87E"	1643	42	7786	1.692461525	1	0.962285218	51.48943908
UP_KEYWORDS	Glycoprotein	103	0.231929746	0.044578934	"STIM, SPI, WNT2, SPZ, WNT4, OCTBETA3R, MDR49, CG6154, DRO, TLD, TANGO13, CG7708, DAT, ANCE-3, VACHT, CG44837, SNMP1, LCCH3, HIG, CON, TACE, APPL, CDASE, PPT2, PXN, PPN, HFW, NRV2, CG32669, INE, ANCE, SCB, CADN2, CUBN, FUCTB, LANB1, FUCTA, IR25A, TSL, HTL, CUE, GLURIA, CG5282, GLUT1, MTHL8, MTHL5, LECTIN-37DA, NACHRALPHA2, DNT, TREH, FUR2, ORCT2, CG32750, GLCAT-I, TKR99D, DOP1R2, NACHRBETA2, DOP1R1, PPO3, PTC, NRT, OCT-TYRR, CG8399, EST-6, 5-HT1A, 5-HT1B, SMO, PGRP-SB1, FAS3, GRK, CG5262, SHAL, WSCK, CG4341, SIFAR, CAD89D, DOP2R, HSC70-4, GR98A, UZIP, CABP1, IHOG, HS2ST, FMRFAR, AOS, LIP1, GR59F, BOSS, GR59E, PGRP-SD, DPP, SEV, GBB, ALP4, DRL, SOG, CATSUP, MDR65, SPASE22-23, LSP2, IDGF4, NPC2A, SP7"	2291	436	11424	1.177996068	0.999999878	0.373810794	46.39024308
KEGG_PATHWAY	dme04141:Protein processing in endoplasmic reticulum	35	0.078811079	0.044912066	"HSC70-4, OST48, CABP1, UBC7, WBL, ERGIC53, L(1)G0320, GCS2BETA, CALR, PRTP, ERP60, DROJ2, CG1317, SEC63, CG5823, TAPDELTA, OSTGAMMA, CG33303, SEC61GAMMA, TRAM, SEC23, DER-1, GCN2, GP93, CG5885, PDI, SEC61ALPHA, SEC61BETA, CG8860, SSRBETA, OSTDELTA, SEC13, L(2)EFL, P58IPK, NPL4"	538	116	2402	1.347102936	0.9961519	0.232617782	41.03869192
UP_KEYWORDS	Isomerase	28	0.063048863	0.04498835	"L(2)01289, GMER, CG5808, TPI, CG2852, CABP1, RLUA-2, ERP60, NST, CG8417, PMM45A, PGI, GALE, PGM, CYP1, GIP, PDI, CG9302, SCF, CG10467, INOS, YELLOW-E, CG32444, PGLYM78, CG5955, YELLOW-D, CG7059, FKBP14"	2291	98	11424	1.424705369	0.999999895	0.368086148	46.70345213
INTERPRO	"IPR013780:Glycosyl hydrolase, family 13, all-beta"	8	0.018013961	0.045195109	"LMANI, LMANVI, AMY-P, CG7997, AMY-D, AMYREL, LMANIII, AGBE"	1985	17	9553	2.264750333	1	0.933362512	55.40202977
GOTERM_CC_DIRECT	GO:0000139~Golgi membrane	29	0.065300608	0.049574788	"SPI, GMAP, RAB6, ERGIC53, FRC, HS2ST, MYT1, BETACOP, ALPHACOP, RICH, SAU, SLV, TANGO13, GLCAT-I, GLCT-1, FUCTB, GAMMACOP, CSAT, MEMBRIN, SOG, SPOCK, SCAP, COG3, GRK, SEC13, CG11753, RHEB, CG15814, RHO"	1705	101	8313	1.39994193	1	0.774323367	52.17461662
GOTERM_BP_DIRECT	GO:0000042~protein targeting to Golgi	6	0.013510471	0.05627358	"ARL1, GMAP, WBL, CG11753, ARL5, QTC"	1773	11	8604	2.646977388	1	0.999262641	63.77238679
UP_KEYWORDS	Hormone	5	0.011258726	0.05663575	"DH31, CCHA1, NPF, CCHA2, EH"	2291	8	11424	3.116542994	0.999999999	0.431761065	54.93462593
