Category	Term	Count	Percent	PValue	Genes	ListTotal	PopHits	PopTotal	FoldEnrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005783~endoplasmic reticulum	23	2.373581011	0.057634586	"FBGN0032614, FBGN0027579, FBGN0036147, FBGN0011016, FBGN0035947, FBGN0029906, FBGN0025615, FBGN0053303, FBGN0261020, FBGN0004003, FBGN0033815, FBGN0027453, FBGN0021795, FBGN0011740, FBGN0053113, FBGN0027073, FBGN0086357, FBGN0039304, FBGN0086687, FBGN0034214, FBGN0003292, FBGN0025777, FBGN0014002"	670	229	9939	1.489910708	0.999999802	0.575758967	53.97236492
GOTERM_CC_DIRECT	GO:0043005~neuron projection	6	0.619195046	0.060574981	"FBGN0031937, FBGN0040395, FBGN0031936, FBGN0003447, FBGN0260753, FBGN0266521"	670	32	9939	2.781436567	0.999999912	0.574754658	55.81464387
GOTERM_BP_DIRECT	GO:0007465~R7 cell fate commitment	4	0.412796698	0.060623382	"FBGN0003366, FBGN0003651, FBGN0000206, FBGN0004595"	726	13	10147	4.300487391	1	0.953434835	63.71412108
COG_ONTOLOGY	Energy production and conversion	6	0.619195046	0.06076047	"FBGN0020236, FBGN0022160, FBGN0023507, FBGN0037709, FBGN0030612, FBGN0003116"	119	23	1234	2.705151626	0.791354483	0.269059861	39.86482713
KEGG_PATHWAY	dme00640:Propanoate metabolism	5	0.515995872	0.061696108	"FBGN0012034, FBGN0038326, FBGN0029118, FBGN0036927, FBGN0033246"	249	17	2727	3.221119773	0.998582959	0.230771629	50.87265447
GOTERM_BP_DIRECT	GO:0006537~glutamate biosynthetic process	3	0.309597523	0.063063927	"FBGN0003423, FBGN0001125, FBGN0001124"	726	6	10147	6.988292011	1	0.953653622	65.2124345
GOTERM_BP_DIRECT	GO:0019432~triglyceride biosynthetic process	3	0.309597523	0.063063927	"FBGN0004797, FBGN0053120, FBGN0033246"	726	6	10147	6.988292011	1	0.953653622	65.2124345
GOTERM_BP_DIRECT	GO:0035269~protein O-linked mannosylation	3	0.309597523	0.063063927	"FBGN0032799, FBGN0003292, FBGN0261020"	726	6	10147	6.988292011	1	0.953653622	65.2124345
GOTERM_MF_DIRECT	"GO:0016616~oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	4	0.412796698	0.063749079	"FBGN0032350, FBGN0032889, FBGN0051673, FBGN0051674"	672	13	9200	4.212454212	1	0.873052519	62.66194064
UP_KEYWORDS	Polymorphism	14	1.444788442	0.064024651	"FBGN0004837, FBGN0087002, FBGN0000055, FBGN0011576, FBGN0005670, FBGN0041579, FBGN0004050, FBGN0004240, FBGN0025615, FBGN0033555, FBGN0002775, FBGN0002868, FBGN0010385, FBGN0039678"	942	120	13837	1.71371196	0.999999956	0.431422542	57.80076371
INTERPRO	IPR016161:Aldehyde/histidinol dehydrogenase	4	0.412796698	0.064669908	"FBGN0030451, FBGN0032945, FBGN0036857, FBGN0037146"	801	13	10906	4.189378661	1	0.889303426	66.25822534
INTERPRO	IPR023210:NADP-dependent oxidoreductase domain	4	0.412796698	0.064669908	"FBGN0037975, FBGN0086254, FBGN0033101, FBGN0037973"	801	13	10906	4.189378661	1	0.889303426	66.25822534
UP_KEYWORDS	Antibiotic	4	0.412796698	0.064979784	"FBGN0041579, FBGN0028396, FBGN0004240, FBGN0010385"	942	14	13837	4.196845617	0.999999966	0.425833379	58.35884341
GOTERM_MF_DIRECT	GO:0008066~glutamate receptor activity	3	0.309597523	0.065441963	"FBGN0019985, FBGN0000206, FBGN0004620"	672	6	9200	6.845238095	1	0.867912883	63.65900148
GOTERM_MF_DIRECT	GO:0008241~peptidyl-dipeptidase activity	3	0.309597523	0.065441963	"FBGN0033366, FBGN0035076, FBGN0016122"	672	6	9200	6.845238095	1	0.867912883	63.65900148
INTERPRO	"IPR001846:von Willebrand factor, type D domain"	3	0.309597523	0.066129739	"FBGN0087002, FBGN0032136, FBGN0265048"	801	6	10906	6.807740325	1	0.888600354	67.10391076
INTERPRO	"IPR001548:Peptidase M2, peptidyl-dipeptidase A"	3	0.309597523	0.066129739	"FBGN0033366, FBGN0035076, FBGN0016122"	801	6	10906	6.807740325	1	0.888600354	67.10391076
GOTERM_MF_DIRECT	GO:0050660~flavin adenine dinucleotide binding	9	0.92879257	0.068474141	"FBGN0003308, FBGN0011676, FBGN0036824, FBGN0015623, FBGN0033079, FBGN0023507, FBGN0001112, FBGN0025628, FBGN0031824"	672	60	9200	2.053571429	1	0.868566307	65.38303516
GOTERM_BP_DIRECT	GO:0007416~synapse assembly	8	0.825593395	0.069020996	"FBGN0011676, FBGN0001125, FBGN0015575, FBGN0261393, FBGN0001114, FBGN0015570, FBGN0004595, FBGN0010052"	726	51	10147	2.192405337	1	0.961127652	68.62948183
UP_KEYWORDS	Serine protease	16	1.651186791	0.071534561	"FBGN0039630, FBGN0050289, FBGN0050090, FBGN0023479, FBGN0023197, FBGN0050287, FBGN0036891, FBGN0039102, FBGN0033439, FBGN0019929, FBGN0030051, FBGN0030926, FBGN0260474, FBGN0039628, FBGN0039629, FBGN0036023"	942	146	13837	1.609749004	0.999999994	0.447762443	62.00871457
UP_KEYWORDS	Transit peptide	16	1.651186791	0.071534561	"FBGN0039827, FBGN0050489, FBGN0042185, FBGN0034390, FBGN0003312, FBGN0027945, FBGN0053503, FBGN0030966, FBGN0032053, FBGN0000449, FBGN0022774, FBGN0010222, FBGN0014877, FBGN0038326, FBGN0003423, FBGN0003388"	942	146	13837	1.609749004	0.999999994	0.447762443	62.00871457
GOTERM_BP_DIRECT	GO:0035010~encapsulation of foreign target	4	0.412796698	0.073198636	"FBGN0011740, FBGN0034277, FBGN0026616, FBGN0034521"	726	14	10147	3.993309721	1	0.964150136	70.83510991
UP_KEYWORDS	Antimicrobial	5	0.515995872	0.07619229	"FBGN0283461, FBGN0041579, FBGN0028396, FBGN0004240, FBGN0010385"	942	24	13837	3.060199929	0.999999998	0.459250013	64.42017491
UP_KEYWORDS	Multifunctional enzyme	4	0.412796698	0.07726348	"FBGN0010222, FBGN0000053, FBGN0020385, FBGN0003189"	942	15	13837	3.917055909	0.999999999	0.454172145	64.95439202
GOTERM_CC_DIRECT	GO:0005887~integral component of plasma membrane	42	4.334365325	0.077855975	"FBGN0036816, FBGN0019985, FBGN0024944, FBGN0034381, FBGN0034885, FBGN0015575, FBGN0036984, FBGN0001114, FBGN0015570, FBGN0032943, FBGN0036278, FBGN0037427, FBGN0260795, FBGN0052843, FBGN0003250, FBGN0038309, FBGN0261393, FBGN0260753, FBGN0036316, FBGN0037846, FBGN0029932, FBGN0000206, FBGN0035936, FBGN0031937, FBGN0051814, FBGN0037163, FBGN0036769, FBGN0031936, FBGN0034045, FBGN0010052, FBGN0033443, FBGN0050035, FBGN0039789, FBGN0020372, FBGN0003366, FBGN0025595, FBGN0033644, FBGN0037387, FBGN0038354, FBGN0037386, FBGN0263116, FBGN0035976"	670	486	9939	1.281978994	0.999999999	0.651354682	65.33578365
INTERPRO	IPR002159:CD36 antigen	4	0.412796698	0.077975998	"FBGN0058006, FBGN0035815, FBGN0035091, FBGN0035090"	801	14	10906	3.890137328	1	0.921057088	73.26705335
GOTERM_CC_DIRECT	GO:0005777~peroxisome	11	1.135190918	0.079771889	"FBGN0035922, FBGN0014031, FBGN0003308, FBGN0061356, FBGN0011676, FBGN0039543, FBGN0039131, FBGN0037819, FBGN0031860, FBGN0001124, FBGN0033543"	670	90	9939	1.813084577	1	0.642733863	66.26546072
GOTERM_MF_DIRECT	GO:0004197~cysteine-type endopeptidase activity	5	0.515995872	0.082091731	"FBGN0260462, FBGN0013770, FBGN0034229, FBGN0037396, FBGN0030521"	672	23	9200	2.976190476	1	0.904483079	72.22603176
KEGG_PATHWAY	dme00564:Glycerophospholipid metabolism	10	1.031991744	0.082267059	"FBGN0029720, FBGN0027579, FBGN0022160, FBGN0037163, FBGN0051683, FBGN0030421, FBGN0042175, FBGN0033170, FBGN0036381, FBGN0036622"	249	59	2727	1.856238513	0.999855529	0.288296225	61.64047633
UP_KEYWORDS	NADP	7	0.722394221	0.082559623	"FBGN0038033, FBGN0011676, FBGN0032945, FBGN0020385, FBGN0015623, FBGN0039131, FBGN0038516"	942	45	13837	2.28494928	1	0.467544028	67.48850943
GOTERM_BP_DIRECT	GO:0007444~imaginal disc development	6	0.619195046	0.082808932	"FBGN0011676, FBGN0020414, FBGN0020415, FBGN0086359, FBGN0020416, FBGN0064237"	726	33	10147	2.541197095	1	0.974120469	75.36905668
INTERPRO	"IPR007588:Zinc finger, FLYWCH-type"	5	0.515995872	0.083502824	"FBGN0266175, FBGN0002781, FBGN0085405, FBGN0261841, FBGN0261843"	801	23	10906	2.959887098	1	0.93009026	75.75537521
SMART	SM00636:Glyco_18	4	0.412796698	0.084134465	"FBGN0020414, FBGN0020415, FBGN0020416, FBGN0064237"	322	17	5178	3.783704786	0.999999993	0.819093827	67.16753384
GOTERM_BP_DIRECT	GO:0050482~arachidonic acid secretion	3	0.309597523	0.084199678	"FBGN0029720, FBGN0250862, FBGN0033170"	726	7	10147	5.989964581	1	0.97252576	75.9675318
INTERPRO	"IPR018114:Peptidase S1, trypsin family, active site"	20	2.063983488	0.085026479	"FBGN0050289, FBGN0039630, FBGN0050090, FBGN0023479, FBGN0023197, FBGN0050287, FBGN0036891, FBGN0038211, FBGN0039102, FBGN0033439, FBGN0019929, FBGN0030051, FBGN0030926, FBGN0260474, FBGN0051326, FBGN0039703, FBGN0039628, FBGN0039629, FBGN0036023, FBGN0030773"	801	185	10906	1.471943854	1	0.929119727	76.40212825
INTERPRO	IPR001254:Peptidase S1	26	2.683178535	0.086455873	"FBGN0039630, FBGN0050289, FBGN0023479, FBGN0050287, FBGN0038211, FBGN0033439, FBGN0037627, FBGN0019929, FBGN0260474, FBGN0033320, FBGN0052260, FBGN0036023, FBGN0050090, FBGN0031389, FBGN0023197, FBGN0029828, FBGN0036891, FBGN0039102, FBGN0030051, FBGN0030926, FBGN0035496, FBGN0051326, FBGN0039703, FBGN0039628, FBGN0039629, FBGN0030773"	801	256	10906	1.382822253	1	0.927971677	76.99411859
GOTERM_BP_DIRECT	GO:0001731~formation of translation preinitiation complex	5	0.515995872	0.087816687	"FBGN0034258, FBGN0029629, FBGN0263740, FBGN0022023, FBGN0040227"	726	24	10147	2.911788338	1	0.973617718	77.4607687
INTERPRO	"IPR004299:Membrane bound O-acyl transferase, MBOAT"	3	0.309597523	0.08818096	"FBGN0004797, FBGN0024194, FBGN0037612"	801	7	10906	5.835205993	1	0.92753468	77.69001142
INTERPRO	IPR002861:Reeler domain	3	0.309597523	0.08818096	"FBGN0050046, FBGN0026721, FBGN0033710"	801	7	10906	5.835205993	1	0.92753468	77.69001142
INTERPRO	"IPR018484:Carbohydrate kinase, FGGY, N-terminal"	3	0.309597523	0.08818096	"FBGN0035266, FBGN0035484, FBGN0038463"	801	7	10906	5.835205993	1	0.92753468	77.69001142
INTERPRO	"IPR018485:Carbohydrate kinase, FGGY, C-terminal"	3	0.309597523	0.08818096	"FBGN0035266, FBGN0035484, FBGN0038463"	801	7	10906	5.835205993	1	0.92753468	77.69001142
INTERPRO	IPR016090:Phospholipase A2 domain	3	0.309597523	0.08818096	"FBGN0029720, FBGN0250862, FBGN0033170"	801	7	10906	5.835205993	1	0.92753468	77.69001142
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	205	21.15583075	0.088181093	"FBGN0025686, FBGN0024293, FBGN0034417, FBGN0052226, FBGN0032943, FBGN0035282, FBGN0015623, FBGN0028527, FBGN0010309, FBGN0035285, FBGN0263390, FBGN0030766, FBGN0033958, FBGN0025693, FBGN0029906, FBGN0035815, FBGN0030090, FBGN0033443, FBGN0033446, FBGN0058006, FBGN0037553, FBGN0034420, FBGN0037239, FBGN0261975, FBGN0028916, FBGN0028646, FBGN0260812, FBGN0259238, FBGN0051785, FBGN0034277, FBGN0031126, FBGN0039091, FBGN0086687, FBGN0033054, FBGN0029768, FBGN0035936, FBGN0261722, FBGN0030174, FBGN0033815, FBGN0038610, FBGN0024194, FBGN0035313, FBGN0030421, FBGN0024983, FBGN0037110, FBGN0039131, FBGN0000406, FBGN0026616, FBGN0032801, FBGN0036984, FBGN0053303, FBGN0053207, FBGN0032704, FBGN0263621, FBGN0039674, FBGN0025391, FBGN0000206, FBGN0039679, FBGN0010241, FBGN0031195, FBGN0031449, FBGN0031190, FBGN0037000, FBGN0004797, FBGN0053113, FBGN0025454, FBGN0031305, FBGN0260388, FBGN0030306, FBGN0025595, FBGN0037387, FBGN0037386, FBGN0033683, FBGN0037107, FBGN0039151, FBGN0053508, FBGN0034530, FBGN0053506, FBGN0053120, FBGN0031065, FBGN0054003, FBGN0036278, FBGN0030603, FBGN0030742, FBGN0033096, FBGN0039900, FBGN0038524, FBGN0029932, FBGN0030746, FBGN0036144, FBGN0034045, FBGN0029828, FBGN0050008, FBGN0036993, FBGN0040828, FBGN0039789, FBGN0015040, FBGN0029922, FBGN0034717, FBGN0038873, FBGN0032614, FBGN0024944, FBGN0034885, FBGN0036875, FBGN0034611, FBGN0030850, FBGN0061492, FBGN0050049, FBGN0263916, FBGN0036316, FBGN0051431, FBGN0010383, FBGN0265002, FBGN0031937, FBGN0259682, FBGN0031936, FBGN0027610, FBGN0028468, FBGN0038033, FBGN0033232, FBGN0066365, FBGN0050035, FBGN0038984, FBGN0034870, FBGN0052816, FBGN0039356, FBGN0039030, FBGN0033644, FBGN0034214, FBGN0000241, FBGN0259985, FBGN0028480, FBGN0263116, FBGN0026755, FBGN0034381, FBGN0040257, FBGN0034382, FBGN0036433, FBGN0032779, FBGN0027073, FBGN0086357, FBGN0052843, FBGN0003250, FBGN0260753, FBGN0037890, FBGN0050438, FBGN0036769, FBGN0035734, FBGN0011740, FBGN0034479, FBGN0020372, FBGN0038354, FBGN0039010, FBGN0027579, FBGN0037714, FBGN0032262, FBGN0042185, FBGN0030991, FBGN0036353, FBGN0037612, FBGN0021795, FBGN0032167, FBGN0031250, FBGN0039304, FBGN0041234, FBGN0041233, FBGN0033502, FBGN0011016, FBGN0038840, FBGN0034394, FBGN0261020, FBGN0025700, FBGN0051663, FBGN0017429, FBGN0028421, FBGN0030870, FBGN0027550, FBGN0036816, FBGN0035267, FBGN0019985, FBGN0031988, FBGN0035091, FBGN0035090, FBGN0027453, FBGN0039040, FBGN0031275, FBGN0031702, FBGN0033913, FBGN0032877, FBGN0027558, FBGN0035763, FBGN0003292, FBGN0028703, FBGN0038721, FBGN0034797, FBGN0264908, FBGN0041150, FBGN0033903, FBGN0011705, FBGN0038312, FBGN0034999, FBGN0038453, FBGN0035976, FBGN0036622, FBGN0034997"	670	2798	9939	1.086861084	1	0.664113566	70.07999802
UP_KEYWORDS	Flavoprotein	9	0.92879257	0.08926432	"FBGN0003308, FBGN0011676, FBGN0036824, FBGN0003423, FBGN0022160, FBGN0015623, FBGN0033079, FBGN0001112, FBGN0031824"	942	68	13837	1.944127014	1	0.485678715	70.45392288
UP_KEYWORDS	Ligase	15	1.547987616	0.090328288	"FBGN0012034, FBGN0029118, FBGN0000052, FBGN0000053, FBGN0030407, FBGN0033246, FBGN0003189, FBGN0035006, FBGN0010222, FBGN0002069, FBGN0020385, FBGN0039877, FBGN0085453, FBGN0027348, FBGN0028519"	942	139	13837	1.585139532	1	0.480570632	70.90085611
GOTERM_BP_DIRECT	GO:0030431~sleep	14	1.444788442	0.090716442	"FBGN0044050, FBGN0039464, FBGN0038299, FBGN0040732, FBGN0016122, FBGN0025454, FBGN0031275, FBGN0031305, FBGN0000477, FBGN0262737, FBGN0032785, FBGN0027657, FBGN0027348, FBGN0028519"	726	121	10147	1.617125424	1	0.973838154	78.59454703
INTERPRO	IPR011013:Galactose mutarotase-like domain	4	0.412796698	0.092363849	"FBGN0011740, FBGN0028540, FBGN0043783, FBGN0026616"	801	15	10906	3.63079484	1	0.932399854	79.29623272
SMART	SM00587:CHK	7	0.722394221	0.09342888	"FBGN0053509, FBGN0025620, FBGN0051380, FBGN0053301, FBGN0051974, FBGN0034480, FBGN0037936"	322	51	5178	2.207161125	0.999999999	0.826086406	71.14870088
UP_SEQ_FEATURE	binding site:Heme (covalent; via 1 link)	4	0.412796698	0.094869626	"FBGN0015037, FBGN0011576, FBGN0005670, FBGN0015032"	215	16	3078	3.579069767	1	0.999355842	76.34831827
UP_SEQ_FEATURE	nucleotide phosphate-binding region:NAD	4	0.412796698	0.094869626	"FBGN0000055, FBGN0034390, FBGN0003204, FBGN0035147"	215	16	3078	3.579069767	1	0.999355842	76.34831827
GOTERM_BP_DIRECT	GO:0006520~cellular amino acid metabolic process	5	0.515995872	0.098926069	"FBGN0001125, FBGN0034390, FBGN0036927, FBGN0001124, FBGN0037818"	726	25	10147	2.795316804	1	0.979141587	81.52112925
GOTERM_BP_DIRECT	GO:0006032~chitin catabolic process	5	0.515995872	0.098926069	"FBGN0261341, FBGN0020414, FBGN0020415, FBGN0020416, FBGN0064237"	726	25	10147	2.795316804	1	0.979141587	81.52112925
