"","FC_DR_B.greater.p.geomean","FC_DR_B.greater.stat.mean","FC_DR_B.greater.p.val","FC_DR_B.greater.q.val","FC_DR_B.greater.set.size","FC_DR_B.greater.exp1","FC_DR_B.less.p.geomean","FC_DR_B.less.stat.mean","FC_DR_B.less.p.val","FC_DR_B.less.q.val","FC_DR_B.less.set.size","FC_DR_B.less.exp1","FC_DR_B.stats.stat.mean","FC_DR_B.stats.exp1","FC_DR_O.greater.p.geomean","FC_DR_O.greater.stat.mean","FC_DR_O.greater.p.val","FC_DR_O.greater.q.val","FC_DR_O.greater.set.size","FC_DR_O.greater.exp1","FC_DR_O.less.p.geomean","FC_DR_O.less.stat.mean","FC_DR_O.less.p.val","FC_DR_O.less.q.val","FC_DR_O.less.set.size","FC_DR_O.less.exp1","FC_DR_O.stats.stat.mean","FC_DR_O.stats.exp1","FC_DR_H.greater.p.geomean","FC_DR_H.greater.stat.mean","FC_DR_H.greater.p.val","FC_DR_H.greater.q.val","FC_DR_H.greater.set.size","FC_DR_H.greater.exp1","FC_DR_H.less.p.geomean","FC_DR_H.less.stat.mean","FC_DR_H.less.p.val","FC_DR_H.less.q.val","FC_DR_H.less.set.size","FC_DR_H.less.exp1","FC_DR_H.stats.stat.mean","FC_DR_H.stats.exp1","FC_HS_B.greater.p.geomean","FC_HS_B.greater.stat.mean","FC_HS_B.greater.p.val","FC_HS_B.greater.q.val","FC_HS_B.greater.set.size","FC_HS_B.greater.exp1","FC_HS_B.less.p.geomean","FC_HS_B.less.stat.mean","FC_HS_B.less.p.val","FC_HS_B.less.q.val","FC_HS_B.less.set.size","FC_HS_B.less.exp1","FC_HS_B.stats.stat.mean","FC_HS_B.stats.exp1","FC_HS_O.greater.p.geomean","FC_HS_O.greater.stat.mean","FC_HS_O.greater.p.val","FC_HS_O.greater.q.val","FC_HS_O.greater.set.size","FC_HS_O.greater.exp1","FC_HS_O.less.p.geomean","FC_HS_O.less.stat.mean","FC_HS_O.less.p.val","FC_HS_O.less.q.val","FC_HS_O.less.set.size","FC_HS_O.less.exp1","FC_HS_O.stats.stat.mean","FC_HS_O.stats.exp1","FC_HS_H.greater.p.geomean","FC_HS_H.greater.stat.mean","FC_HS_H.greater.p.val","FC_HS_H.greater.q.val","FC_HS_H.greater.set.size","FC_HS_H.greater.exp1","FC_HS_H.less.p.geomean","FC_HS_H.less.stat.mean","FC_HS_H.less.p.val","FC_HS_H.less.q.val","FC_HS_H.less.set.size","FC_HS_H.less.exp1","FC_HS_H.stats.stat.mean","FC_HS_H.stats.exp1","FC_DRHS_B.greater.p.geomean","FC_DRHS_B.greater.stat.mean","FC_DRHS_B.greater.p.val","FC_DRHS_B.greater.q.val","FC_DRHS_B.greater.set.size","FC_DRHS_B.greater.exp1","FC_DRHS_B.less.p.geomean","FC_DRHS_B.less.stat.mean","FC_DRHS_B.less.p.val","FC_DRHS_B.less.q.val","FC_DRHS_B.less.set.size","FC_DRHS_B.less.exp1","FC_DRHS_B.stats.stat.mean","FC_DRHS_B.stats.exp1","FC_DRHS_O.greater.p.geomean","FC_DRHS_O.greater.stat.mean","FC_DRHS_O.greater.p.val","FC_DRHS_O.greater.q.val","FC_DRHS_O.greater.set.size","FC_DRHS_O.greater.exp1","FC_DRHS_O.less.p.geomean","FC_DRHS_O.less.stat.mean","FC_DRHS_O.less.p.val","FC_DRHS_O.less.q.val","FC_DRHS_O.less.set.size","FC_DRHS_O.less.exp1","FC_DRHS_O.stats.stat.mean","FC_DRHS_O.stats.exp1","FC_DRHS_H.greater.p.geomean","FC_DRHS_H.greater.stat.mean","FC_DRHS_H.greater.p.val","FC_DRHS_H.greater.q.val","FC_DRHS_H.greater.set.size","FC_DRHS_H.greater.exp1","FC_DRHS_H.less.p.geomean","FC_DRHS_H.less.stat.mean","FC_DRHS_H.less.p.val","FC_DRHS_H.less.q.val","FC_DRHS_H.less.set.size","FC_DRHS_H.less.exp1","FC_DRHS_H.stats.stat.mean","FC_DRHS_H.stats.exp1"
"dme04624 Toll and Imd signaling pathway",0.851029942396738,-1.05614215298095,0.851029942396738,0.97600915589656,19,0.851029942396738,0.789552356496363,0.810881540213813,0.789552356496363,0.910715223421557,30,0.789552356496363,-1.05614215298095,-1.05614215298095,0.80486671367329,-0.867040201001579,0.80486671367329,0.914018345195536,25,0.80486671367329,0.603890020408222,0.267520930797905,0.603890020408222,0.706679811116005,16,0.603890020408222,-0.867040201001579,-0.867040201001579,0.975388321068809,-2.07190289122855,0.975388321068809,0.999851706970071,17,0.975388321068809,0.73974848301721,0.653229558804448,0.73974848301721,0.857932865877352,15,0.73974848301721,-2.07190289122855,-2.07190289122855,0.982130808672725,-2.33605063592608,0.982130808672725,0.999486410737186,12,0.982130808672725,0.670502784417269,0.448947542657777,0.670502784417269,0.774870499115056,13,0.670502784417269,-2.33605063592608,-2.33605063592608,0.909237182375867,-1.39934529855444,0.909237182375867,0.958959159593215,16,0.909237182375867,0.603647305614552,0.2664023452806,0.603647305614552,0.706395783165965,14,0.603647305614552,-1.39934529855444,-1.39934529855444,0.994687008355871,-2.74427614989733,0.994687008355871,0.9999961916896,15,0.994687008355871,0.70285677252345,0.54001173832595,0.70285677252345,0.822491967846591,21,0.70285677252345,-2.74427614989733,-2.74427614989733,0.645499979676676,-0.383537706397103,0.645499979676676,0.755372316642918,11,0.645499979676676,0.980287717492772,2.16092591814091,0.980287717492772,0.999999946560223,15,0.980287717492772,-0.383537706397103,-0.383537706397103,0.594593291966343,-0.2422395603201,0.594593291966343,0.691483221621246,14,0.594593291966343,0.818192300425573,0.934494737736123,0.818192300425573,0.92276634314027,14,0.818192300425573,-0.2422395603201,-0.2422395603201,0.722139573053402,-0.60885917007518,0.722139573053402,0.816922047631723,11,0.722139573053402,0.921478062478126,1.48696448900318,0.921478062478126,0.993273273945524,11,0.921478062478126,-0.60885917007518,-0.60885917007518
"dme00053 Ascorbate and aldarate metabolism",0.864646646542922,-1.13090202417539,0.864646646542922,0.97600915589656,14,0.864646646542922,0.794806013167904,0.837847676772946,0.794806013167904,0.910715223421557,13,0.794806013167904,-1.13090202417539,-1.13090202417539,0.805858711234653,-0.871086419293071,0.805858711234653,0.914018345195536,24,0.805858711234653,0.628296746927196,0.329689861164163,0.628296746927196,0.713372186199478,21,0.628296746927196,-0.871086419293071,-0.871086419293071,0.978744390019875,-2.18652835889721,0.978744390019875,0.999851706970071,12,0.978744390019875,0.767218157514378,0.746495965086909,0.767218157514378,0.857932865877352,14,0.767218157514378,-2.18652835889721,-2.18652835889721,0.983502219799261,-2.24312395139279,0.983502219799261,0.999486410737186,19,0.983502219799261,0.685065809493712,0.492552998793155,0.685065809493712,0.774870499115056,14,0.685065809493712,-2.24312395139279,-2.24312395139279,0.909309457787085,-1.36142431373148,0.909309457787085,0.958959159593215,24,0.909309457787085,0.626393882893536,0.326509049088728,0.626393882893536,0.71774299081551,13,0.626393882893536,-1.36142431373148,-1.36142431373148,0.995790485382855,-2.93139373176889,0.995790485382855,0.9999961916896,11,0.995790485382855,0.728161649422894,0.615957699731984,0.728161649422894,0.834351889963733,20,0.728161649422894,-2.93139373176889,-2.93139373176889,0.748808996006486,-0.683034024402481,0.748808996006486,0.83054301705387,15,0.748808996006486,0.982237697184461,2.21444046127434,0.982237697184461,0.999999946560223,19,0.982237697184461,-0.683034024402481,-0.683034024402481,0.609684775414355,-0.281327044191874,0.609684775414355,0.691483221621246,15,0.609684775414355,0.82985967278017,0.985198756682095,0.82985967278017,0.92276634314027,15,0.82985967278017,-0.281327044191874,-0.281327044191874,0.735472577668454,-0.644277856525316,0.735472577668454,0.816922047631723,15,0.735472577668454,0.927894804503342,1.49914037990441,0.927894804503342,0.993273273945524,22,0.927894804503342,-0.644277856525316,-0.644277856525316
"dme00830 Retinol metabolism",0.876997221739785,-1.20607458811011,0.876997221739785,0.97600915589656,11,0.876997221739785,0.834649409907431,0.985110392076511,0.834649409907431,0.912952718110753,22,0.834649409907431,-1.20607458811011,-1.20607458811011,0.814307252992387,-0.911535846807834,0.814307252992387,0.914018345195536,14,0.814307252992387,0.635549765886808,0.350430496365146,0.635549765886808,0.713372186199478,15,0.635549765886808,-0.911535846807834,-0.911535846807834,0.980267729230978,-2.17552611229464,0.980267729230978,0.999851706970071,15,0.980267729230978,0.780191741799441,0.800536967821654,0.780191741799441,0.857932865877352,10,0.780191741799441,-2.17552611229464,-2.17552611229464,0.986614603837854,-2.34317711926652,0.986614603837854,0.999486410737186,15,0.986614603837854,0.692950567885683,0.509570730042085,0.692950567885683,0.774870499115056,20,0.692950567885683,-2.34317711926652,-2.34317711926652,0.910274036588933,-1.36267081382446,0.910274036588933,0.958959159593215,39,0.910274036588933,0.650203834573894,0.389860535811011,0.650203834573894,0.729820630644166,15,0.650203834573894,-1.36267081382446,-1.36267081382446,0.99653520188209,-2.92625750487602,0.99653520188209,0.9999961916896,16,0.99653520188209,0.775166671194042,0.775050643869904,0.775166671194042,0.870085039095353,14,0.775166671194042,-2.92625750487602,-2.92625750487602,0.7529449556491,-0.696783505638964,0.7529449556491,0.83054301705387,16,0.7529449556491,0.985541489994745,2.43533255705787,0.985541489994745,0.999999946560223,13,0.985541489994745,-0.696783505638964,-0.696783505638964,0.616048688353474,-0.300225153436116,0.616048688353474,0.691483221621246,11,0.616048688353474,0.847278363702493,1.06891588644529,0.847278363702493,0.92276634314027,13,0.847278363702493,-0.300225153436116,-0.300225153436116,0.748987970425576,-0.69614979445292,0.748987970425576,0.816922047631723,10,0.748987970425576,0.934203850619959,1.55735787192991,0.934203850619959,0.993273273945524,18,0.934203850619959,-0.69614979445292,-0.69614979445292
"dme04120 Ubiquitin mediated proteolysis",0.893018231488352,-1.27610896303824,0.893018231488352,0.97600915589656,18,0.893018231488352,0.836622174732503,1.00746278949128,0.836622174732503,0.912952718110753,17,0.836622174732503,-1.27610896303824,-1.27610896303824,0.852715395446246,-1.06737926204221,0.852715395446246,0.917247756667961,16,0.852715395446246,0.665533250126427,0.431971056381896,0.665533250126427,0.73208657513907,24,0.665533250126427,-1.06737926204221,-1.06737926204221,0.984267925269004,-2.37326652828017,0.984267925269004,0.999851706970071,11,0.984267925269004,0.820185335403902,0.937603806790124,0.820185335403902,0.857932865877352,14,0.820185335403902,-2.37326652828017,-2.37326652828017,0.99014193170291,-2.42403343365737,0.99014193170291,0.999486410737186,24,0.99014193170291,0.704427726468232,0.548549511529371,0.704427726468232,0.774870499115056,14,0.704427726468232,-2.42403343365737,-2.42403343365737,0.910662711822289,-1.3693394883003,0.910662711822289,0.958959159593215,25,0.910662711822289,0.682730577511952,0.485176672957952,0.682730577511952,0.751003635263147,10,0.682730577511952,-1.3693394883003,-1.3693394883003,0.997101004118835,-2.89026645598254,0.997101004118835,0.9999961916896,25,0.997101004118835,0.822394549151999,0.950172792176915,0.822394549151999,0.896244198244597,15,0.822394549151999,-2.89026645598254,-2.89026645598254,0.768340808709555,-0.744309546649048,0.768340808709555,0.83054301705387,15,0.768340808709555,0.98961615358994,2.37713649063615,0.98961615358994,0.999999946560223,30,0.98961615358994,-0.744309546649048,-0.744309546649048,0.64606192469999,-0.385219412867378,0.64606192469999,0.698127109917107,11,0.64606192469999,0.853736576622653,1.06757167665244,0.853736576622653,0.92276634314027,24,0.853736576622653,-0.385219412867378,-0.385219412867378,0.756947022124336,-0.712159267282654,0.756947022124336,0.816922047631723,16,0.756947022124336,0.941215682696245,1.60100868459873,0.941215682696245,0.993273273945524,24,0.941215682696245,-0.712159267282654,-0.712159267282654
"dme00260 Glycine, serine and threonine metabolism",0.905026671831356,-1.35155401268809,0.905026671831356,0.97600915589656,15,0.905026671831356,0.846556156793608,1.04941063994112,0.846556156793608,0.912952718110753,14,0.846556156793608,-1.35155401268809,-1.35155401268809,0.857409679992721,-1.08086653548364,0.857409679992721,0.917247756667961,25,0.857409679992721,0.751715510782209,0.694566677232241,0.751715510782209,0.810673590059245,10,0.751715510782209,-1.08086653548364,-1.08086653548364,0.985647460156728,-2.45487049915383,0.985647460156728,0.999851706970071,12,0.985647460156728,0.824461265696167,0.947210539393011,0.824461265696167,0.857932865877352,24,0.824461265696167,-2.45487049915383,-2.45487049915383,0.993940071112726,-2.68423142935623,0.993940071112726,0.999486410737186,16,0.993940071112726,0.768759414930711,0.76214037340636,0.768759414930711,0.811595155308387,10,0.768759414930711,-2.68423142935623,-2.68423142935623,0.922156665929806,-1.44379860755769,0.922156665929806,0.958959159593215,30,0.922156665929806,0.709741402916834,0.556952357558662,0.709741402916834,0.765407395302468,22,0.709741402916834,-1.44379860755769,-1.44379860755769,0.997317373321717,-2.92462661864472,0.997317373321717,0.9999961916896,24,0.997317373321717,0.837178202065332,1.0000699460141,0.837178202065332,0.896244198244597,21,0.837178202065332,-2.92462661864472,-2.92462661864472,0.770139888540862,-0.757337065707854,0.770139888540862,0.83054301705387,10,0.770139888540862,0.992092030869376,2.51580281954649,0.992092030869376,0.999999946560223,24,0.992092030869376,-0.757337065707854,-0.757337065707854,0.647354229195863,-0.383692116952198,0.647354229195863,0.698127109917107,11,0.647354229195863,0.85995762354662,1.11549583831845,0.85995762354662,0.92276634314027,17,0.85995762354662,-0.383692116952198,-0.383692116952198,0.771750957535401,-0.766348705882338,0.771750957535401,0.816922047631723,14,0.771750957535401,0.958537968163455,1.80292103177681,0.958537968163455,0.993273273945524,15,0.958537968163455,-0.766348705882338,-0.766348705882338
"dme00040 Pentose and glucuronate interconversions",0.944662646734772,-1.63110329074336,0.944662646734772,0.977239831266223,25,0.944662646734772,0.879977876492672,1.19076984833077,0.879977876492672,0.93074583090571,39,0.879977876492672,-1.63110329074336,-1.63110329074336,0.867216060849709,-1.16933160054895,0.867216060849709,0.917247756667961,11,0.867216060849709,0.793023595738154,0.825472016585324,0.793023595738154,0.83877495703074,22,0.793023595738154,-1.16933160054895,-1.16933160054895,0.987265111904301,-2.34279630549647,0.987265111904301,0.999851706970071,24,0.987265111904301,0.825800620776888,0.951151778557322,0.825800620776888,0.857932865877352,21,0.825800620776888,-2.34279630549647,-2.34279630549647,0.994832655478976,-2.71543497892913,0.994832655478976,0.999486410737186,18,0.994832655478976,0.777382003352468,0.771645624751169,0.777382003352468,0.811595155308387,21,0.777382003352468,-2.71543497892913,-2.71543497892913,0.937811702053476,-1.57741452338222,0.937811702053476,0.958959159593215,18,0.937811702053476,0.763610958465065,0.733443067486876,0.763610958465065,0.807665436838049,10,0.763610958465065,-1.57741452338222,-1.57741452338222,0.998045498191046,-3.11845378243933,0.998045498191046,0.9999961916896,18,0.998045498191046,0.877474222247965,1.17764217508464,0.877474222247965,0.896244198244597,24,0.877474222247965,-3.11845378243933,-3.11845378243933,0.853280047779897,-1.07939115181207,0.853280047779897,0.900786552271978,18,0.853280047779897,0.996710112411159,2.82862258164763,0.996710112411159,0.999999946560223,39,0.996710112411159,-1.07939115181207,-1.07939115181207,0.793595913881797,-0.838392340859067,0.793595913881797,0.838784644113583,10,0.793595913881797,0.872433633514437,1.16187888630678,0.872433633514437,0.92276634314027,19,0.872433633514437,-0.838392340859067,-0.838392340859067,0.772362663215447,-0.775428200975996,0.772362663215447,0.816922047631723,11,0.772362663215447,0.964986750856888,1.90355901575187,0.964986750856888,0.993273273945524,16,0.964986750856888,-0.775428200975996,-0.775428200975996
"dme03013 RNA transport",0.956147902476167,-1.77353574189154,0.956147902476167,0.977239831266223,16,0.956147902476167,0.899433702805008,1.32693779874809,0.899433702805008,0.93337459725048,15,0.899433702805008,-1.77353574189154,-1.77353574189154,0.914754986310716,-1.40867033114809,0.914754986310716,0.932120983593236,18,0.914754986310716,0.831028647093847,0.977156488485166,0.831028647093847,0.862388218682294,14,0.831028647093847,-1.40867033114809,-1.40867033114809,0.993490267915818,-2.5864714291784,0.993490267915818,0.999851706970071,25,0.993490267915818,0.826735307118176,0.964844377822499,0.826735307118176,0.857932865877352,12,0.826735307118176,-2.5864714291784,-2.5864714291784,0.995560443578049,-2.72816549754113,0.995560443578049,0.999486410737186,25,0.995560443578049,0.782082604206264,0.78805604346413,0.782082604206264,0.811595155308387,24,0.782082604206264,-2.72816549754113,-2.72816549754113,0.948015771334915,-1.69064469385195,0.948015771334915,0.958959159593215,17,0.948015771334915,0.82902383932229,0.976710925811627,0.82902383932229,0.860307757787283,15,0.82902383932229,-1.69064469385195,-1.69064469385195,0.99924202346277,-3.9088366641052,0.99924202346277,0.9999961916896,12,0.99924202346277,0.889407650750401,1.26498981134826,0.889407650750401,0.896244198244597,13,0.889407650750401,-3.9088366641052,-3.9088366641052,0.870787283265581,-1.1590645964674,0.870787283265581,0.900786552271978,13,0.870787283265581,0.997400792373387,2.9461435328305,0.997400792373387,0.999999946560223,39,0.997400792373387,-1.1590645964674,-1.1590645964674,0.808283384327635,-0.884658703729714,0.808283384327635,0.838784644113583,16,0.808283384327635,0.904285784484278,1.34210152972323,0.904285784484278,0.923190489004409,17,0.904285784484278,-0.884658703729714,-0.884658703729714,0.802376153983754,-0.864872249088246,0.802376153983754,0.822760283346396,18,0.802376153983754,0.972980438628854,2.1192125338649,0.972980438628854,0.993273273945524,12,0.972980438628854,-0.864872249088246,-0.864872249088246
"dme00500 Starch and sucrose metabolism",0.969403234960063,-1.94544833576745,0.969403234960063,0.977239831266223,16,0.969403234960063,0.983834474260248,2.2486282425866,0.983834474260248,0.998661795716504,24,0.983834474260248,-1.94544833576745,-1.94544833576745,0.915173329346086,-1.42528848524721,0.915173329346086,0.932120983593236,18,0.915173329346086,0.907531653800391,1.36999991016775,0.907531653800391,0.923714550639237,13,0.907531653800391,-1.42528848524721,-1.42528848524721,0.99727480880492,-2.8864835613955,0.99727480880492,0.999851706970071,41,0.99727480880492,0.918596661877326,1.42249570214894,0.918596661877326,0.928289416036935,24,0.918596661877326,-2.8864835613955,-2.8864835613955,0.997732728763131,-2.94103596014221,0.997732728763131,0.999486410737186,41,0.997732728763131,0.866521216254267,1.14961033960838,0.866521216254267,0.882567905444161,15,0.866521216254267,-2.94103596014221,-2.94103596014221,0.950237947827048,-1.68580532306992,0.950237947827048,0.958959159593215,25,0.950237947827048,0.849228179467195,1.05834400400501,0.849228179467195,0.864954627235106,13,0.849228179467195,-1.68580532306992,-1.68580532306992,0.99984679070264,-3.783121157854,0.99984679070264,0.9999961916896,41,0.99984679070264,0.894859764050906,1.33838147105659,0.894859764050906,0.896244198244597,10,0.894859764050906,-3.783121157854,-3.783121157854,0.884408614957942,-1.2606419646673,0.884408614957942,0.900786552271978,11,0.884408614957942,0.999176948186099,3.3106450027373,0.999176948186099,0.999999946560223,41,0.999176948186099,-1.2606419646673,-1.2606419646673,0.832715739498954,-0.991965423379993,0.832715739498954,0.848136401341527,15,0.832715739498954,0.906405207386147,1.33476289363997,0.906405207386147,0.923190489004409,39,0.906405207386147,-0.991965423379993,-0.991965423379993,0.807801005467371,-0.892474085159405,0.807801005467371,0.822760283346396,18,0.807801005467371,0.977844955623818,2.05605829268899,0.977844955623818,0.993273273945524,41,0.977844955623818,-0.892474085159405,-0.892474085159405
"dme00052 Galactose metabolism",0.977239831266223,-2.08575296062707,0.977239831266223,0.977239831266223,18,0.977239831266223,0.998661795716504,3.2020470609593,0.998661795716504,0.998661795716504,39,0.998661795716504,-2.08575296062707,-2.08575296062707,0.944693949317464,-1.67109689283368,0.944693949317464,0.944693949317464,16,0.944693949317464,0.923714550639237,1.48038837481911,0.923714550639237,0.923714550639237,15,0.923714550639237,-1.67109689283368,-1.67109689283368,0.999851706970071,-3.63968432341213,0.999851706970071,0.999851706970071,317,0.999851706970071,0.928289416036935,1.51353412477029,0.928289416036935,0.928289416036935,13,0.928289416036935,-3.63968432341213,-3.63968432341213,0.999486410737186,-3.29859581224899,0.999486410737186,0.999486410737186,317,0.999486410737186,0.918044244338003,1.43617197188571,0.918044244338003,0.918044244338003,13,0.918044244338003,-3.29859581224899,-3.29859581224899,0.958959159593215,-1.78293724236114,0.958959159593215,0.958959159593215,39,0.958959159593215,0.884293704445228,1.23206617471455,0.884293704445228,0.884293704445228,12,0.884293704445228,-1.78293724236114,-1.78293724236114,0.9999961916896,-4.51390448202767,0.9999961916896,0.9999961916896,317,0.9999961916896,0.896244198244597,1.31481809004442,0.896244198244597,0.896244198244597,14,0.896244198244597,-4.51390448202767,-4.51390448202767,0.961089633813166,-1.81550869309607,0.961089633813166,0.961089633813166,20,0.961089633813166,0.999999946560223,5.37822866024434,0.999999946560223,0.999999946560223,317,0.999999946560223,-1.81550869309607,-1.81550869309607,0.861181937827236,-1.12064828933635,0.861181937827236,0.861181937827236,12,0.861181937827236,0.944465188163511,1.62695050522625,0.944465188163511,0.944465188163511,39,0.944465188163511,-1.12064828933635,-1.12064828933635,0.834482527761286,-0.993920234470017,0.834482527761286,0.834482527761286,15,0.834482527761286,0.993273273945524,2.47881620060938,0.993273273945524,0.993273273945524,317,0.993273273945524,-0.993920234470017,-0.993920234470017
"dme00970 Aminoacyl-tRNA biosynthesis",NA,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA,8,NA,NA,NA
"dme02010 ABC transporters",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA
"dme03008 Ribosome biogenesis in eukaryotes",NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,7,NA,NA,NA
"dme03015 mRNA surveillance pathway",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA
"dme03018 RNA degradation",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA
"dme03020 RNA polymerase",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
"dme03022 Basal transcription factors",NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,6,NA,NA,NA
"dme03030 DNA replication",NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,5,NA,NA,NA
"dme03050 Proteasome",NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,2,NA,NA,NA
